Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique	input_DNA_Untreated-unique	input_DNA_VitC-unique
L1Md_A	3	74581487	74586486	+	1.300035596	2.425389767	0.652070463	0.962567747
L1Md_T	3	74759459	74765697	-	1.088401914	1.505414248	0.516222417	0.736081243
L1Md_A	3	74865026	74870187	+	1.118635297	1.644804478	0.733579278	0.764392078
L1Md_T	3	74875803	74882000	-	0.24186708	0.418170631	0.081508808	0.141554087
L1Md_T	3	75372342	75377776	+	0.090700157	0.083634123	0.135848016	0.056621633
L1Md_T	3	75408855	75415715	-	0.24186708	0.390292585	0.027169602	0.141554087
L1Md_A	3	75779650	75785008	+	0.544200957	0.669072986	0.163017616	0.169864893
L1Md_A	3	75841449	75847458	-	1.844236493	1.70056057	1.005275249	1.132432699
L1Md_A	3	76086909	76093277	-	0.332567245	0.78058517	0.271696031	0.396351427
L1Md_T	3	76125716	76132153	-	2.539604425	4.571999073	1.603006482	1.953446388
L1Md_A	3	76598771	76604965	-	1.995403409	2.648414135	1.27697134	1.217365146
L1Md_T	3	76756595	76762948	-	2.29773736	4.655632973	1.11395371	1.811892271
L1Md_T	3	77184062	77190445	-	0.211633697	0.557560861	0.190187216	0.141554087
L1Md_T	3	77233644	77239079	+	0.090700157	0.111512169	0.217356816	0.028310817
L1Md_T	3	77252975	77259236	-	1.300035596	1.867828846	0.815088034	0.509594679
L1Md_A	3	77667326	77673567	-	0.24186708	0.334536493	0.135848016	0.339729786
L1Md_T	3	77705168	77710650	+	0.272100478	0.585438907	0.271696031	0.141554087
L1Md_A	3	77812075	77817861	+	0.12093354	0.250902385	0.108678408	0.198175713
L1Md_T	3	78025978	78032301	-	1.269802213	2.341755629	0.869427264	0.905946136
L1Md_A	3	78332501	78339863	-	0.66513449	1.282389998	0.516222417	0.368040621
L1Md_A	3	78451237	78456609	+	0.695367873	1.170877814	0.326035231	0.368040621
L1Md_T	3	78488792	78496266	-	0.06046677	0.083634123	0	0.056621633
L1Md_A	3	78603980	78609257	+	0.090700157	0.306658477	0.135848016	0.084932446
L1Md_A	3	78770246	78777236	-	0.090700157	0.418170631	0.081508808	0.056621633
L1Md_T	3	78817288	78823293	+	0.272100478	0.278780431	0.027169602	0.169864893
L1Md_T	3	79763737	79769149	-	0.302333862	0.724829078	0.163017616	0.226486534
L1Md_T	3	79959491	79965971	-	0.513967574	1.115121722	0.353204817	0.622837961
L1Md_A	3	80013183	80019592	-	1.81400311	3.150218725	1.11395371	1.273986697
L1Md_T	3	80349262	80355750	-	0.090700157	0.139390215	0.108678408	0.056621633
L1Md_A	3	80438338	80444715	-	0.090700157	0.111512169	0	0
L1Md_T	3	80465392	80471049	+	0.634901106	0.808463216	0.407544017	0.31141898
L1Md_T	3	80622313	80627478	+	1.360502362	2.787804127	1.086784124	1.075811028
L1Md_T	3	80742421	80748092	+	0.151166931	0.223024338	0.054339204	0.113243267
L1Md_T	3	81071246	81077613	-	0.24186708	0.362414539	0.271696031	0.368040621
L1Md_A	3	81253046	81259253	-	1.451202512	2.11873126	0.652070463	0.651148796
L1Md_A	3	81308667	81315027	-	1.934936643	2.397511721	1.331310511	1.443851709
L1Md_T	3	81361250	81367683	-	0.06046677	0.027878042	0.027169602	0.028310817
L1Md_T	3	81616429	81621888	+	0.12093354	0.306658477	0.081508808	0.056621633
L1Md_T	3	81689558	81694806	+	0.06046677	0.139390215	0	0.084932446
L1Md_T	3	81705603	81712392	-	0.24186708	0.167268246	0.217356816	0.169864893
L1Md_T	3	81774856	81781239	-	1.874469876	2.313877583	1.331310511	1.075811028
L1Md_A	3	83292792	83298208	+	0.090700157	0.306658477	0.135848016	0.113243267
L1Md_A	3	83336601	83343161	-	0.211633697	0.362414539	0.081508808	0.141554087
L1Md_T	3	84762173	84767334	-	0.453500777	0.473926723	0.353204817	0.56621635
L1Md_A	3	86153183	86159551	-	0.12093354	0.111512169	0.027169602	0.084932446
L1Md_T	3	86329323	86336416	-	0.090700157	0.306658477	0.108678408	0.141554087
L1Md_T	3	90763543	90768706	+	2.358204126	4.404730797	1.603006482	1.896824718
L1Md_T	3	90963367	90970021	-	0.937234938	1.784194708	0.624900818	0.622837961
L1Md_A	3	91098936	91105144	+	0.302333862	1.115121722	0.434713632	0.679459572
L1Md_T	3	91126625	91133112	+	0.695367873	1.449658155	0.706409633	0.736081243
L1Md_T	3	91701971	91707255	+	0.57443434	1.393902063	0.353204817	0.424662262
L1Md_A	3	91856623	91862801	-	1.390735745	3.094462633	1.086784124	1.047500253
L1Md_A	3	91881555	91887135	+	0.393034011	0.724829078	0.190187216	0.113243267
L1Md_A	3	92546894	92554289	-	0.513967574	1.226633906	0.326035231	0.424662262
L1Md_A	3	93614196	93620509	-	0.090700157	0.139390215	0.054339204	0.084932446
L1Md_T	3	93883857	93890101	-	1.602369428	2.369633675	0.652070463	0.849324524
L1Md_A	3	93922020	93927999	+	0.12093354	0.250902385	0.190187216	0.084932446
L1Md_A	3	94028583	94035156	-	0.423267394	0.446048677	0.190187216	0.452973068
L1Md_T	3	94146298	94152497	-	2.448904276	4.627755165	1.249801636	1.925135493
L1Md_T	3	94268384	94274057	+	0.090700157	0.223024338	0.135848016	0.169864893
L1Md_T	3	94283450	94289799	-	1.330268979	2.11873126	1.086784124	0.8776353
L1Md_T	3	94549576	94555368	+	0.12093354	0.418170631	0.135848016	0.084932446
L1Md_T	3	94725654	94731296	-	1.23956883	1.56117034	1.195462465	1.840203047
L1Md_T	3	97441550	97446657	+	1.874469876	1.97934103	1.412819266	1.330608368
L1Md_A	3	98396034	98402260	-	1.118635297	1.70056057	0.815088034	1.047500253
L1Md_T	3	98476640	98481869	-	0.030233385	0.139390215	0.027169602	0.028310817
L1Md_T	3	98530113	98535342	-	0.06046677	0.055756085	0	0.028310817
L1Md_A	3	98636830	98643576	-	0.302333862	0.864219308	0.271696031	0.396351427
L1Md_T	3	98773143	98779359	-	0.967468321	2.11873126	0.624900818	0.651148796
L1Md_T	3	98899370	98905751	-	2.29773736	3.373243093	1.222632051	1.953446388
L1Md_A	3	99003753	99008917	+	0.393034011	1.170877814	0.353204817	0.169864893
L1Md_T	3	99358308	99364818	-	2.327970743	4.488364697	0.923766494	1.273986697
L1Md_T	3	99406101	99412426	-	2.539604425	5.241072178	1.222632051	1.613716602
L1Md_A	3	99429380	99435538	-	2.055870295	3.40112114	1.086784124	0.962567747
L1Md_A	3	99612711	99619063	-	0.362800628	0.529682815	0.190187216	0.113243267
L1Md_T	3	99901660	99908039	-	0.181400314	0.334536493	0.190187216	0.113243267
L1Md_T	3	100125550	100132452	-	0.513967574	1.170877814	0.244526416	0.339729786
L1Md_A	3	101888643	101894016	+	0.06046677	0.195146292	0.027169602	0.056621633
L1Md_T	3	102393362	102398734	+	1.05816853	1.672682524	0.787918448	0.594527125
L1Md_T	3	102429696	102436379	-	0.12093354	0.167268246	0.190187216	0.113243267
L1Md_A	3	102438144	102443398	-	2.146570444	4.265340328	1.929041743	1.783581495
L1Md_T	3	102811980	102817199	+	1.118635297	1.366024017	1.195462465	1.019189358
L1Md_T	3	102832666	102838338	+	0.272100478	0.111512169	0.054339204	0.056621633
L1Md_T	3	102866184	102871622	+	0.786068022	1.477536201	0.869427264	0.821013689
L1Md_T	3	102886745	102892058	+	0.604667723	1.226633906	0.760748863	0.56621635
L1Md_T	3	102983536	102988936	+	0	0.139390215	0.027169602	0.141554087
L1Md_T	3	104116780	104123022	-	1.179102063	1.366024017	1.27697134	1.189054251
L1Md_A	3	104194228	104200641	-	0.786068022	0.975731492	0.733579278	0.8776353
L1Md_A	3	105337544	105343099	+	0.66513449	1.170877814	0.353204817	0.509594679
L1Md_T	3	106136043	106142258	-	6.469944477	11.29060745	4.265627384	4.218311787
L1Md_A	3	106266249	106271992	+	1.541902661	2.509023905	1.05961442	1.132432699
L1Md_T	3	106285160	106290637	+	2.086103678	4.181706429	1.575836897	1.500473261
L1Md_T	3	106349750	106355813	-	3.174505472	5.29682827	1.793193698	1.500473261
L1Md_T	3	106414458	106419928	+	2.38843751	2.453267813	1.086784124	1.245675921
L1Md_A	3	106672694	106678221	+	2.509371042	4.070194244	2.33658576	1.953446388
L1Md_T	3	106922769	106928137	+	2.086103678	2.592658043	1.05961442	1.047500253
L1Md_T	3	109139203	109145621	-	0.634901106	1.031487584	0.407544017	0.481283873
L1Md_A	3	109612820	109619588	-	0.302333862	0.250902385	0.081508808	0.226486534
L1Md_T	3	110057288	110062986	+	0.090700157	0.167268246	0.027169602	0.113243267
L1Md_T	3	110107197	110113425	-	0	0	0.027169602	0.028310817
L1Md_A	3	110209317	110214688	+	0.483734161	1.170877814	0.353204817	0.396351427
L1Md_T	3	110319828	110326502	-	1.904703259	2.787804127	1.141123295	1.047500253
L1Md_T	3	110415646	110420853	+	1.81400311	3.038706541	0.842257679	1.189054251
L1Md_T	3	110676816	110683179	-	0.332567245	0.752707124	0.244526416	0.452973068
L1Md_A	3	111039764	111044955	+	0.423267394	0.390292585	0.108678408	0.141554087
L1Md_A	3	111256094	111262134	-	0.66513449	0.473926723	0.516222417	0.31141898
L1Md_T	3	111262271	111268662	-	0.06046677	0.250902385	0.081508808	0.056621633
L1Md_T	3	111579858	111586889	-	1.451202512	1.895706892	0.787918448	0.990878582
L1Md_A	3	111686167	111691418	-	0.151166931	0.167268246	0.108678408	0.141554087
L1Md_T	3	111761658	111767999	-	0.907001555	2.062975168	0.652070463	0.622837961
L1Md_T	3	111830238	111835405	+	1.602369428	3.345365047	1.304140925	1.302297592
L1Md_T	3	111902067	111908349	-	2.932638407	4.571999073	1.630176067	1.585405707
L1Md_T	3	112151627	112156980	+	0.907001555	1.589048386	0.570561647	0.821013689
L1Md_T	3	112185494	112192841	-	0.24186708	0.390292585	0.081508808	0.113243267
L1Md_T	3	112281104	112286344	+	0.302333862	0.669072986	0.163017616	0.226486534
L1Md_A	3	112315376	112321657	-	0.786068022	1.812072754	0.923766494	0.481283873
L1Md_A	3	112331866	112338233	-	0.332567245	0.529682815	0.190187216	0.113243267
L1Md_T	3	112560499	112566600	-	0.393034011	1.003609538	0.217356816	0.141554087
L1Md_T	3	112834006	112840480	-	0.12093354	0.250902385	0.081508808	0.254797339
L1Md_T	3	113264361	113269610	+	0.967468321	1.254511952	0.380374432	0.594527125
L1Md_T	3	113296973	113302222	+	0.030233385	0.055756085	0	0
L1Md_T	3	113329576	113334823	+	0	0.055756085	0	0.028310817
L1Md_T	3	113362182	113367429	+	0	0	0.027169602	0.028310817
L1Md_T	3	113669641	113674921	+	1.300035596	1.867828846	0.869427264	0.962567747
L1Md_T	3	113742253	113748712	-	1.995403409	2.899316311	1.222632051	1.330608368
L1Md_T	3	113834180	113839390	+	0.06046677	0.027878042	0.081508808	0
L1Md_A	3	114232946	114238197	+	3.023338556	4.153828144	1.874702573	1.783581495
L1Md_A	3	114272475	114279051	-	0.604667723	0.836341262	0.353204817	0.339729786
L1Md_T	3	114493766	114498974	+	1.632602811	3.289608955	0.896596849	1.273986697
L1Md_T	3	114669646	114674856	+	1.118635297	1.8399508	0.679240048	0.481283873
L1Md_T	3	114714562	114720675	-	2.902405024	3.95868206	1.901872158	1.613716602
L1Md_T	3	114850497	114856678	-	2.902405024	4.544120789	1.358480096	1.726959825
L1Md_A	3	114976661	114982857	-	1.965170026	2.230243444	1.141123295	0.8776353
L1Md_T	3	115330722	115335927	+	2.660537958	3.902925968	1.467158556	1.358919144
L1Md_A	3	115393792	115398997	+	1.632602811	3.289608955	1.032444835	1.132432699
L1Md_T	3	115420531	115425896	+	2.569837809	4.265340328	1.657345772	1.387230039
L1Md_T	3	115436715	115443114	-	2.902405024	3.902925968	1.983380914	1.585405707
L1Md_T	3	115915910	115921952	+	0.302333862	0.223024338	0.108678408	0.113243267
L1Md_T	3	117029981	117035473	+	0.030233385	0.027878042	0	0.028310817
L1Md_A	3	117285567	117291460	+	0.695367873	1.784194708	0.706409633	0.849324524
L1Md_A	3	118104849	118110230	+	0.090700157	0.111512169	0.054339204	0.141554087
L1Md_A	3	118179340	118185545	-	0.816301405	1.70056057	0.543392062	0.56621635
L1Md_A	3	118571876	118578243	-	0.090700157	0.139390215	0.108678408	0.141554087
L1Md_T	3	118713769	118719185	+	0.181400314	0.501804769	0.108678408	0.084932446
L1Md_T	3	119354864	119360044	+	2.781471491	3.568389416	1.439988852	1.698649049
L1Md_T	3	119977672	119983981	-	1.511669278	2.620536089	0.760748863	0.962567747
L1Md_T	3	120104675	120110570	+	0.181400314	0.055756085	0	0.084932446
L1Md_T	3	120389917	120396140	-	0.12093354	0.306658477	0.081508808	0.169864893
L1Md_T	3	120735038	120742501	-	0.211633697	0.250902385	0.190187216	0.169864893
L1Md_T	3	120825211	120831698	+	0.332567245	0.836341262	0.217356816	0.31141898
L1Md_A	3	120921654	120928437	-	0.483734161	0.892097354	0.217356816	0.283108175
L1Md_A	3	121047353	121053561	+	0.030233385	0.167268246	0.054339204	0.084932446
L1Md_T	3	123194800	123200056	+	0.362800628	0.362414539	0.244526416	0.113243267
L1Md_T	3	123879272	123885425	-	2.237270594	3.54051137	1.331310511	1.698649049
L1Md_T	3	123927120	123934198	-	0.151166931	0.390292585	0.190187216	0.141554087
L1Md_A	3	124032249	124038134	+	0.604667723	1.310268044	0.516222417	0.56621635
L1Md_A	3	124039191	124044759	+	0.755834639	2.592658043	0.815088034	0.821013689
L1Md_A	3	124160549	124166708	-	0.725601256	1.644804478	0.489052832	0.452973068
L1Md_T	3	124282194	124287404	+	1.179102063	1.477536201	1.11395371	1.217365146
L1Md_T	3	124870322	124876376	-	2.600071192	3.986560106	1.032444835	1.358919144
L1Md_T	3	124993006	124998192	+	2.479137659	4.125950336	1.086784124	1.330608368
L1Md_T	3	125029711	125034858	+	1.874469876	3.652023554	1.086784124	1.330608368
L1Md_A	3	125075869	125081444	+	0.181400314	0.278780431	0.190187216	0.368040621
L1Md_A	3	125208665	125215634	-	0.544200957	0.975731492	0.326035231	0.509594679
L1Md_A	3	125770154	125775351	-	3.144272089	4.153828144	2.146398544	1.868513942
L1Md_T	3	125902803	125907921	+	0.362800628	0.585438907	0.190187216	0.254797339
L1Md_A	3	125959244	125966032	-	0.453500777	0.808463216	0.298865616	0.368040621
L1Md_A	3	126060788	126066917	-	1.541902661	2.035097122	0.733579278	0.8776353
L1Md_A	3	126905266	126911265	-	0.332567245	0.473926723	0.353204817	0.113243267
L1Md_A	3	127140872	127146227	+	0.06046677	0.055756085	0.054339204	0.028310817
L1Md_T	3	128137992	128143629	+	0.030233385	0.055756085	0	0.084932446
L1Md_T	3	128440145	128446479	-	1.179102063	2.648414135	0.869427264	0.934256971
L1Md_T	3	128690775	128697654	-	0.06046677	0.083634123	0.027169602	0.028310817
L1Md_A	3	128802269	128808387	-	1.420969129	2.146609306	0.842257679	0.849324524
L1Md_A	3	128960588	128966792	-	1.390735745	1.895706892	0.706409633	0.56621635
L1Md_T	3	129025042	129031129	+	1.572136045	3.066584587	1.385649681	1.415540814
L1Md_A	3	130508782	130514163	+	0.090700157	0.223024338	0	0.028310817
L1Md_T	3	130774310	130779737	+	0.181400314	0.139390215	0.054339204	0.084932446
L1Md_T	3	131706656	131711941	+	1.511669278	2.035097122	0.787918448	1.047500253
L1Md_T	3	131945247	131951852	-	0.12093354	0.055756085	0.081508808	0.113243267
L1Md_T	3	132405991	132412875	-	0.030233385	0.306658477	0.108678408	0.283108175
L1Md_T	3	132822358	132829007	-	0.12093354	0.195146292	0.054339204	0.028310817
L1Md_A	3	133063378	133068568	+	0.423267394	0.696951032	0.353204817	0.283108175
L1Md_T	3	133635939	133642789	-	0.604667723	1.05936563	0.652070463	0.622837961
L1Md_T	3	133797122	133802602	+	2.358204126	4.655632973	1.793193698	2.179932833
L1Md_T	3	133854141	133860475	-	1.934936643	2.815682173	1.222632051	1.019189358
L1Md_A	3	133948269	133953496	+	2.358204126	3.791413784	1.521497726	1.500473261
L1Md_T	3	134449329	134454802	+	0.030233385	0.055756085	0	0
L1Md_A	3	134545771	134551159	+	0.181400314	0.390292585	0.054339204	0.056621633
L1Md_A	3	134684601	134689792	+	2.811704874	3.95868206	1.304140925	1.783581495
L1Md_T	3	134815343	134820782	+	0.06046677	0.111512169	0.081508808	0.028310817
L1Md_T	3	134862438	134868597	-	2.358204126	3.066584587	1.548667312	2.095000505
L1Md_T	3	134880937	134887427	+	0	0.167268246	0.108678408	0.028310817
L1Md_A	3	135156725	135163053	-	1.934936643	3.512633324	1.086784124	1.726959825
L1Md_A	3	136510751	136516947	-	0.755834639	0.696951032	0.217356816	0.481283873
L1Md_A	3	136614603	136620517	-	1.783769727	3.456877232	1.086784124	1.415540814
L1Md_T	3	137407384	137412527	+	1.874469876	2.592658043	0.815088034	1.104121804
L1Md_T	3	137436184	137442659	-	1.81400311	2.509023905	1.249801636	1.160743475
L1Md_T	3	137600423	137605885	+	0.030233385	0.111512169	0.027169602	0.084932446
L1Md_T	3	137658683	137664036	+	1.269802213	0.975731492	0.570561647	0.764392078
L1Md_A	3	137668307	137674706	+	0.12093354	0.139390215	0.135848016	0.028310817
L1Md_A	3	139388032	139394234	-	0.816301405	1.19875586	0.353204817	0.56621635
L1Md_A	3	139530692	139536534	+	0.12093354	0.585438907	0.027169602	0.113243267
L1Md_T	3	139564730	139570782	+	0.181400314	0.306658477	0.108678408	0.169864893
L1Md_A	3	139815823	139822032	-	1.753536344	2.927194357	0.787918448	0.707770407
L1Md_T	3	140156626	140162510	+	0.06046677	0.111512169	0.054339204	0.113243267
L1Md_T	3	140512453	140517937	+	0.302333862	0.473926723	0.217356816	0.283108175
L1Md_A	3	140766931	140772245	-	0.090700157	0.195146292	0	0.084932446
L1Md_A	3	140864993	140871134	-	0.030233385	0.167268246	0.190187216	0.028310817
L1Md_T	3	141052884	141058050	+	0.513967574	0.724829078	0.380374432	0.283108175
L1Md_A	3	141378679	141384093	+	0.12093354	0.139390215	0.027169602	0.056621633
L1Md_T	3	141603655	141610626	-	0.06046677	0.139390215	0	0.056621633
L1Md_T	3	141759956	141766614	-	0.030233385	0.083634123	0.027169602	0.084932446
L1Md_A	3	142002932	142008965	+	0.24186708	0.473926723	0.163017616	0.198175713
L1Md_T	3	143840765	143846599	-	0.786068022	1.031487584	0.244526416	0.339729786
L1Md_A	3	144030284	144035487	+	1.844236493	3.066584587	1.005275249	1.160743475
L1Md_T	3	144654422	144659807	+	1.209335446	1.421780109	0.652070463	0.56621635
L1Md_T	3	144828391	144834820	+	0.24186708	0.836341262	0.570561647	0.452973068
L1Md_T	3	145040228	145046461	-	1.844236493	3.038706541	1.521497726	1.585405707
L1Md_T	3	145055577	145061765	-	2.418670893	3.875047922	1.195462465	1.358919144
L1Md_A	3	145865101	145870867	+	0.151166931	0.585438907	0.353204817	0.368040621
L1Md_T	3	146293738	146298895	+	1.874469876	2.341755629	1.548667312	1.302297592
L1Md_T	3	146356332	146361708	+	1.05816853	2.090853214	1.11395371	1.330608368
L1Md_A	3	146918785	146924997	-	1.209335446	1.087243676	1.141123295	0.849324524
L1Md_A	3	147107164	147113340	-	1.874469876	2.732048035	1.05961442	1.330608368
L1Md_T	3	147218991	147225426	-	0.090700157	0.111512169	0.135848016	0.028310817
L1Md_T	3	147300081	147306322	-	0.362800628	0.250902385	0.298865616	0.226486534
L1Md_T	3	148146452	148152622	-	1.14886868	2.174487352	0.461883247	0.651148796
L1Md_T	3	148704253	148710467	-	0.907001555	1.505414248	0.869427264	0.56621635
L1Md_A	3	149971124	149976227	+	0.604667723	0.836341262	0.380374432	0.254797339
L1Md_T	3	150079167	150086248	-	0.786068022	1.644804478	0.543392062	0.424662262
L1Md_A	3	150158672	150163830	+	1.390735745	2.090853214	0.923766494	0.736081243
L1Md_A	3	150721150	150727302	-	2.539604425	4.209584236	1.412819266	1.132432699
L1Md_A	3	151104395	151109619	-	2.993105173	4.990169525	1.16829288	1.500473261
L1Md_A	3	151623908	151629695	+	0	0.083634123	0.081508808	0.113243267
L1Md_T	3	151672575	151679846	-	0.090700157	0.111512169	0	0.113243267
L1Md_A	3	151951039	151958228	-	0.090700157	0.027878042	0.054339204	0.084932446
L1Md_A	3	151960008	151966123	+	0	0	0.027169602	0.028310817
L1Md_T	3	152570225	152575425	+	1.844236493	2.11873126	1.16829288	1.273986697
L1Md_A	3	154023455	154030243	-	0.544200957	1.170877814	0.326035231	0.283108175
L1Md_T	3	154640322	154646703	-	0.876768172	1.477536201	0.652070463	0.736081243
L1Md_T	3	155145951	155152350	-	3.295439005	4.822901249	1.439988852	1.613716602
L1Md_T	3	155303692	155310278	-	0.393034011	0.473926723	0.135848016	0.198175713
L1Md_T	3	155765780	155771173	-	1.753536344	3.066584587	0.950936079	0.8776353
L1Md_A	3	156284749	156289955	+	1.14886868	2.062975168	0.652070463	0.934256971
L1Md_T	3	156316427	156321672	+	1.72330296	3.150218725	1.005275249	1.160743475
L1Md_A	3	156438057	156444414	-	0.030233385	0.055756085	0.027169602	0.056621633
L1Md_T	3	156725381	156731813	-	0.151166931	0.250902385	0.163017616	0.169864893
L1Md_A	3	156960953	156967347	-	1.23956883	2.11873126	0.950936079	1.189054251
L1Md_A	3	157006744	157012141	+	0.876768172	0.9199754	0.271696031	0.452973068
L1Md_T	3	157411093	157416385	+	1.420969129	2.425389767	0.842257679	1.104121804
L1Md_A	3	157416390	157421656	-	0.302333862	0.669072986	0.298865616	0.254797339
L1Md_T	3	157646780	157652961	-	1.572136045	3.066584587	1.385649681	1.273986697
L1Md_A	3	157667978	157674369	-	2.358204126	3.094462633	1.141123295	1.217365146
L1Md_T	3	158095276	158102189	-	0.57443434	0.975731492	0.271696031	0.283108175
L1Md_A	3	158112562	158117934	+	0.513967574	0.418170631	0.434713632	0.339729786
L1Md_T	3	158441745	158448218	-	0.06046677	0.139390215	0.081508808	0.028310817
L1Md_T	3	158697308	158702512	+	1.874469876	3.428999186	1.222632051	1.132432699
L1Md_A	3	158730067	158739645	-	0.272100478	0.501804769	0.163017616	0.141554087
L1Md_A	3	158750713	158755904	+	0.967468321	1.338145971	0.516222417	0.764392078
L1Md_T	3	158987870	158993319	+	0.24186708	0.446048677	0.190187216	0.084932446
L1Md_A	3	159165762	159172358	-	2.20703721	4.683511257	1.16829288	1.189054251
L1Md_T	3	159173788	159178820	+	2.29773736	3.875047922	1.304140925	1.670338154
L1Md_A	3	159232889	159239280	-	0.725601256	1.05936563	0.434713632	0.31141898
L1Md_T	3	159292668	159298664	-	3.174505472	5.965900898	1.820363283	1.670338154
L1Md_T	3	159385266	159390537	+	1.330268979	2.090853214	0.842257679	1.047500253
L1Md_T	3	159654238	159659680	+	0.66513449	1.254511952	0.434713632	0.594527125
L1Md_T	3	159668758	159675413	-	0.786068022	2.11873126	0.842257679	0.679459572
L1Md_A	3	159695458	159700726	-	1.088401914	2.285999537	0.597731233	0.821013689
L1Md_T	3	159748553	159754692	-	2.781471491	3.652023554	2.173568249	1.783581495
L1Md_T	3	159767080	159773376	+	0.030233385	0.055756085	0.027169602	0
L1Md_T	4	3072882	3079033	-	3.930340052	6.941632748	2.825638533	2.746149302
L1Md_T	4	3108839	3115282	-	0.302333862	0.724829078	0.271696031	0.396351427
L1Md_T	4	3443405	3448603	+	1.81400311	2.704169989	1.412819266	1.273986697
L1Md_A	4	4028784	4033951	+	2.841938257	4.376852512	2.010550499	2.038378716
L1Md_T	4	4040178	4046494	-	2.539604425	4.962291718	2.010550499	1.840203047
L1Md_T	4	4160975	4167240	-	2.811704874	3.707779646	1.793193698	1.868513942
L1Md_T	4	4268759	4274212	+	0.483734161	1.087243676	0.298865616	0.396351427
L1Md_T	4	4389796	4395826	-	2.176803827	3.596267462	1.684515357	1.868513942
L1Md_A	4	4896007	4902197	-	1.783769727	3.178096771	1.630176067	1.557094932
L1Md_A	4	5000575	5006893	-	1.23956883	1.449658155	0.869427264	0.622837961
L1Md_A	4	5039279	5045876	-	2.116337061	3.652023554	1.358480096	1.528784156
L1Md_T	4	5090732	5097117	-	1.81400311	4.098072052	1.929041743	2.349797726
L1Md_T	4	5305682	5310840	+	2.237270594	4.348974705	1.820363283	1.642027378
L1Md_A	4	5350675	5356481	-	2.569837809	4.599876881	1.929041743	1.840203047
L1Md_T	4	5708677	5715315	-	0.393034011	0.892097354	0.380374432	0.339729786
L1Md_A	4	5756464	5763041	-	1.330268979	2.481145859	1.358480096	1.245675921
L1Md_A	4	5819412	5825195	+	0.272100478	0.362414539	0.326035231	0.226486534
L1Md_T	4	5927553	5932765	+	2.086103678	4.878657341	1.630176067	1.925135493
L1Md_T	4	6603493	6609867	-	2.479137659	2.955072403	1.766024113	1.585405707
L1Md_A	4	6649189	6654997	+	0.786068022	1.533292294	0.298865616	0.764392078
L1Md_A	4	7120192	7126383	-	1.300035596	1.812072754	1.195462465	1.217365146
L1Md_A	4	7273164	7279660	-	0.24186708	0.250902385	0.135848016	0.141554087
L1Md_T	4	7349200	7355654	-	1.844236493	4.655632973	1.521497726	1.726959825
L1Md_A	4	7618483	7625665	-	0.876768172	1.867828846	0.489052832	0.736081243
L1Md_A	4	7702752	7708339	+	1.179102063	2.815682173	0.787918448	0.905946136
L1Md_T	4	7733688	7739145	+	1.23956883	1.97934103	0.869427264	0.56621635
L1Md_T	4	7869608	7874830	+	0.937234938	1.70056057	0.869427264	0.707770407
L1Md_Gf	4	8191747	8196972	+	0.151166931	0.501804769	0.108678408	0.198175713
L1Md_T	4	8479526	8485754	-	1.05816853	1.449658155	0.896596849	0.8776353
L1Md_T	4	8654363	8660748	-	0.362800628	0.195146292	0.298865616	0.283108175
L1Md_T	4	9493822	9499998	+	0.967468321	1.756316662	0.733579278	0.905946136
L1Md_A	4	9585466	9591708	+	0.272100478	0.585438907	0.244526416	0.169864893
L1Md_T	4	9717212	9722625	-	0.332567245	0.418170631	0.081508808	0.226486534
L1Md_A	4	9921893	9928474	-	0.362800628	0.78058517	0.353204817	0.283108175
L1Md_A	4	10014341	10020264	-	2.20703721	4.739267349	1.603006482	1.585405707
L1Md_A	4	10101968	10107444	-	0.06046677	0.418170631	0.163017616	0.141554087
L1Md_T	4	10159580	10165751	-	1.330268979	1.923584938	0.869427264	0.707770407
L1Md_T	4	10491989	10497641	+	0.24186708	0.501804769	0.190187216	0.226486534
L1Md_A	4	10672669	10678997	-	0.211633697	0.557560861	0.217356816	0.169864893
L1Md_T	4	10734572	10740249	+	0.272100478	0.334536493	0.244526416	0.141554087
L1Md_A	4	12212352	12218336	+	0.12093354	0.696951032	0.135848016	0.141554087
L1Md_T	4	12319762	12326078	-	0.786068022	1.031487584	0.461883247	0.452973068
L1Md_T	4	12431153	12436765	+	0.634901106	1.533292294	0.597731233	0.368040621
L1Md_T	4	12467407	12473091	+	0.06046677	0.139390215	0.027169602	0.084932446
L1Md_A	4	12706932	12713508	-	0.544200957	0.696951032	0.244526416	0.452973068
L1Md_T	4	12840143	12845446	-	2.176803827	2.787804127	0.978105664	1.104121804
L1Md_A	4	12845452	12851480	-	0.846534789	1.310268044	0.760748863	0.56621635
L1Md_T	4	12953529	12959963	-	0.12093354	0.055756085	0	0.056621633
L1Md_T	4	13010540	13016317	+	2.025636911	3.40112114	1.412819266	0.990878582
L1Md_T	4	13118677	13125079	-	0.030233385	0.111512169	0	0.028310817
L1Md_T	4	13289886	13296570	-	0.06046677	0.223024338	0.108678408	0.028310817
L1Md_T	4	13425224	13432517	-	0.06046677	0.139390215	0.027169602	0.084932446
L1Md_A	4	14041937	14049125	-	0.24186708	0.334536493	0.135848016	0.226486534
L1Md_T	4	14192765	14198914	-	0.997701705	2.090853214	0.516222417	0.764392078
L1Md_A	4	14304285	14309491	+	1.511669278	2.899316311	0.760748863	1.019189358
