Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique
Random	3	86723017	86728016		67	53
Random	3	87922955	87927954		17	31
Random	3	87943597	87948596		11	11
Random	3	88407152	88412151		18	24
Random	3	88487039	88492038		9	10
Random	3	88521258	88526257		8	18
Random	3	89114891	89119890		22	31
Random	3	89222011	89227010		13	20
Random	3	90091651	90096650		14	19
Random	3	90468313	90473312		30	33
Random	3	91089907	91094906		74	103
Random	3	92655342	92660341		78	66
Random	3	94660359	94665358		18	26
Random	3	95280421	95285420		10	17
Random	3	97054896	97059895		56	33
Random	3	98229601	98234600		67	82
Random	3	98277206	98282205		35	29
Random	3	99079098	99084097		77	130
Random	3	101560790	101565789		40	53
Random	3	101769250	101774249		55	54
Random	3	101922375	101927374		24	26
Random	3	102217910	102222909		38	19
Random	3	102927811	102932810		74	141
Random	3	102997827	103002826		28	39
Random	3	104039872	104044871		45	44
Random	3	104598929	104603928		57	52
Random	3	104646391	104651390		18	23
Random	3	104683174	104688173		36	29
Random	3	104782036	104787035		20	15
Random	3	105139468	105144467		106	88
Random	3	105294789	105299788		104	86
Random	3	105921733	105926732		70	60
Random	3	106175700	106180699		179	347
Random	3	106456446	106461445		91	41
Random	3	106553834	106558833		41	24
Random	3	106577730	106582729		59	40
Random	3	106688100	106693099		43	66
Random	3	106942553	106947552		85	58
Random	3	108272663	108277662		22	27
Random	3	109022187	109027186		31	21
Random	3	109329142	109334141		53	43
Random	3	109912749	109917748		98	77
Random	3	110092077	110097076		61	48
Random	3	110471448	110476447		89	130
Random	3	110665579	110670578		77	91
Random	3	112305611	112310610		47	50
Random	3	112662134	112667133		75	81
Random	3	113303332	113308331		0	0
Random	3	113681851	113686850		63	62
Random	3	113937548	113942547		86	85
Random	3	114095714	114100713		57	48
Random	3	114364434	114369433		83	58
Random	3	115033712	115038711		75	74
Random	3	116014379	116019378		38	37
Random	3	116592345	116597344		11	20
Random	3	116730926	116735925		49	71
Random	3	117138048	117143047		94	70
Random	3	117334186	117339185		78	90
Random	3	117991105	117996104		78	48
Random	3	119246411	119251410		88	59
Random	3	119436077	119441076		98	133
Random	3	119560988	119565987		92	119
Random	3	120373807	120378806		81	74
Random	3	120396964	120401963		71	103
Random	3	120514758	120519757		71	72
Random	3	120695643	120700642		90	76
Random	3	121355803	121360802		45	30
Random	3	121427258	121432257		11	8
Random	3	121495941	121500940		33	25
Random	3	121763894	121768893		22	38
Random	3	122105108	122110107		33	25
Random	3	123585327	123590326		67	35
Random	3	123911597	123916596		61	75
Random	3	123983419	123988418		77	151
Random	3	124301845	124306844		80	44
Random	3	124342185	124347184		47	33
Random	3	124793664	124798663		78	98
Random	3	125174867	125179866		75	108
Random	3	126305241	126310240		92	92
Random	3	127324460	127329459		40	21
Random	3	127462248	127467247		14	21
Random	3	127907965	127912964		58	70
Random	3	127979712	127984711		88	54
Random	3	128267880	128272879		78	63
Random	3	128392764	128397763		99	118
Random	3	128514443	128519442		87	100
Random	3	129113089	129118088		105	71
Random	3	130126153	130131152		79	43
Random	3	130259245	130264244		90	111
Random	3	130622702	130627701		93	68
Random	3	131052758	131057757		68	50
Random	3	131234698	131239697		19	12
Random	3	131412830	131417829		0	0
Random	3	131762841	131767840		72	56
Random	3	132055086	132060085		85	55
Random	3	132665340	132670339		21	26
Random	3	133141843	133146842		64	40
Random	3	134005982	134010981		45	48
Random	3	134663810	134668809		84	94
Random	3	136048211	136053210		104	101
Random	3	136716817	136721816		55	22
Random	3	136978964	136983963		107	74
Random	3	137891184	137896183		20	32
Random	3	138749020	138754019		24	21
Random	3	139183666	139188665		88	175
Random	3	139839528	139844527		93	169
Random	3	140046540	140051539		95	167
Random	3	140968831	140973830		62	66
Random	3	141290331	141295330		32	47
Random	3	141732947	141737946		93	81
Random	3	142223556	142228555		97	57
Random	3	142736581	142741580		29	29
Random	3	143093081	143098080		103	71
Random	3	143825245	143830244		106	148
Random	3	144012368	144017367		75	92
Random	3	144215795	144220794		113	66
Random	3	144687449	144692448		24	44
Random	3	145878478	145883477		29	21
Random	3	146240125	146245124		88	44
Random	3	146245997	146250996		87	52
Random	3	146527745	146532744		52	26
Random	3	147319339	147324338		95	75
Random	3	148581250	148586249		81	92
Random	3	148688727	148693726		88	61
Random	3	149109400	149114399		39	33
Random	3	149445948	149450947		48	42
Random	3	150082222	150087221		35	53
Random	3	150552834	150557833		91	91
Random	3	151888790	151893789		87	86
Random	3	152828461	152833460		78	66
Random	3	152998315	153003314		97	79
Random	3	153148869	153153868		77	37
Random	3	153664965	153669964		21	23
Random	3	154258715	154263714		88	62
Random	3	154526569	154531568		52	40
Random	3	155113632	155118631		67	64
Random	3	155128991	155133990		74	40
Random	3	155189124	155194123		68	49
Random	3	155627152	155632151		100	100
Random	3	156236142	156241141		98	136
Random	3	156358526	156363525		87	167
Random	3	156593965	156598964		76	56
Random	3	156841687	156846686		64	55
Random	3	158131279	158136278		93	66
Random	3	158767457	158772456		69	59
Random	3	159123389	159128388		100	124
Random	4	942293	947292		0	0
Random	4	1124457	1129456		0	0
Random	4	1553556	1558555		0	0
Random	4	2047857	2052856		0	0
Random	4	2111370	2116369		0	0
Random	4	2254921	2259920		0	0
Random	4	3328061	3333060		40	81
Random	4	4822579	4827578		78	50
Random	4	4981334	4986333		86	69
Random	4	5840760	5845759		88	113
Random	4	6295809	6300808		63	39
Random	4	6924810	6929809		68	42
Random	4	7322308	7327307		42	95
Random	4	7619488	7624487		25	43
Random	4	7824722	7829721		84	91
Random	4	7967984	7972983		86	71
Random	4	8516608	8521607		34	86
Random	4	8736189	8741188		51	44
Random	4	8775612	8780611		29	28
Random	4	9110227	9115226		61	47
Random	4	10044062	10049061		80	58
Random	4	10294372	10299371		75	27
Random	4	10860905	10865904		46	34
Random	4	11422281	11427280		58	32
Random	4	11899538	11904537		52	36
Random	4	12087625	12092624		13	12
Random	4	12244142	12249141		52	36
Random	4	12532343	12537342		39	37
Random	4	14156118	14161117		87	79
Random	4	14344895	14349894		86	122
Random	4	14551166	14556165		73	48
Random	4	16790802	16795801		76	67
Random	4	17012377	17017376		71	130
Random	4	17519945	17524944		106	130
Random	4	18029111	18034110		65	56
Random	4	18054430	18059429		64	47
Random	4	19565728	19570727		8	24
Random	4	19606746	19611745		27	36
Random	4	20897375	20902374		65	121
Random	4	21662433	21667432		70	54
Random	4	21908324	21913323		38	48
Random	4	22459449	22464448		59	77
Random	4	22800064	22805063		76	108
Random	4	23143346	23148345		61	61
Random	4	23359995	23364994		96	153
Random	4	23453041	23458040		84	76
Random	4	23836216	23841215		91	67
Random	4	26005128	26010127		70	95
Random	4	26227069	26232068		74	51
Random	4	27315993	27320992		90	80
Random	4	27349950	27354949		62	57
Random	4	27507407	27512406		57	51
Random	4	27715045	27720044		58	50
Random	4	28186830	28191829		57	67
Random	4	30536741	30541740		74	101
Random	4	30654869	30659868		73	91
Random	4	31960524	31965523		9	19
Random	4	32099087	32104086		50	45
Random	4	32116028	32121027		59	58
Random	4	32795207	32800206		18	23
Random	4	33231043	33236042		50	49
Random	4	33364338	33369337		21	31
Random	4	34603563	34608562		20	28
Random	4	35344006	35349005		69	78
Random	4	35424910	35429909		105	155
Random	4	35572621	35577620		76	134
Random	4	35607314	35612313		81	97
Random	4	35627452	35632451		8	20
Random	4	35864748	35869747		44	87
Random	4	36236422	36241421		83	122
Random	4	36993198	36998197		49	60
Random	4	36998609	37003608		80	105
Random	4	37189808	37194807		66	52
Random	4	37724655	37729654		57	58
Random	4	37894548	37899547		52	48
Random	4	37943409	37948408		76	112
Random	4	38352669	38357668		60	51
Random	4	39220317	39225316		73	154
Random	4	39269426	39274425		29	33
Random	4	39978460	39983459		80	150
Random	4	40167808	40172807		36	35
Random	4	40329367	40334366		72	46
Random	4	40532500	40537499		97	73
Random	4	41387486	41392485		21	17
Random	4	41694095	41699094		3	2
Random	4	41814851	41819850		35	21
Random	4	42247462	42252461		0	0
Random	4	43322609	43327608		72	53
Random	4	43499556	43504555		27	24
Random	4	43624721	43629720		38	73
Random	4	44373902	44378901		27	30
Random	4	46631124	46636123		19	26
Random	4	47651343	47656342		82	61
Random	4	48437930	48442929		49	75
Random	4	48661431	48666430		37	26
Random	4	50160545	50165544		70	56
Random	4	50653992	50658991		68	39
Random	4	51850062	51855061		69	67
Random	4	52709264	52714263		46	29
Random	4	53043133	53048132		51	39
Random	4	53119633	53124632		49	36
Random	4	53966682	53971681		71	54
Random	4	54091460	54096459		88	57
Random	4	54418782	54423781		77	63
Random	4	54580696	54585695		106	79
Random	4	55026251	55031250		33	32
Random	4	55134861	55139860		51	54
Random	4	55476451	55481450		13	21
Random	4	55927890	55932889		79	55
Random	4	56125011	56130010		91	92
Random	4	56232837	56237836		99	75
Random	4	56297816	56302815		80	67
Random	4	57450449	57455448		56	44
Random	4	57521341	57526340		93	68
Random	4	57612004	57617003		106	98
Random	4	57816565	57821564		41	106
Random	4	57991492	57996491		120	80
Random	4	58104751	58109750		86	61
Random	4	58982892	58987891		16	23
Random	4	60839841	60844840		159	212
Random	4	61042786	61047785		0	0
Random	4	62360682	62365681		14	13
Random	4	62773391	62778390		59	31
Random	4	63102845	63107844		106	86
Random	4	63734082	63739081		85	98
Random	4	63856509	63861508		78	59
Random	4	64074121	64079120		114	137
Random	4	64334763	64339762		94	136
Random	4	65062021	65067020		90	82
Random	4	65104737	65109736		74	57
Random	4	65534211	65539210		74	82
Random	4	65551954	65556953		66	64
Random	4	65703382	65708381		97	65
Random	4	67193452	67198451		71	94
Random	4	67356176	67361175		79	146
Random	4	67804744	67809743		79	74
Random	4	68610115	68615114		83	70
Random	4	70040248	70045247		96	85
Random	4	70186879	70191878		69	49
Random	4	70229053	70234052		39	29
Random	4	70663922	70668921		58	146
Random	4	72513096	72518095		77	75
Random	4	72961708	72966707		8	4
Random	4	73257756	73262755		101	160
Random	4	73492851	73497850		75	79
Random	4	74092861	74097860		81	89
Random	4	74902073	74907072		71	69
Random	4	75051214	75056213		102	96
Random	4	75710603	75715602		49	66
Random	4	75939549	75944548		59	42
Random	4	76476760	76481759		63	59
Random	4	76616994	76621993		92	95
Random	4	76635804	76640803		72	102
Random	4	77604432	77609431		88	98
Random	4	77706867	77711866		72	119
Random	4	78035112	78040111		71	81
Random	4	78309228	78314227		47	47
Random	4	78341949	78346948		61	81
Random	4	78690254	78695253		71	131
Random	4	79150344	79155343		65	64
Random	4	79768327	79773326		78	137
Random	4	80556892	80561891		87	88
Random	4	81172256	81177255		51	46
Random	4	81300467	81305466		87	68
Random	4	82287194	82292193		42	38
Random	4	82726470	82731469		115	159
Random	4	83984971	83989970		69	85
Random	4	85072349	85077348		93	68
Random	4	85418197	85423196		54	37
Random	4	86265086	86270085		55	38
Random	4	87333280	87338279		80	60
Random	4	88335416	88340415		57	34
Random	4	89878946	89883945		32	21
Random	4	91106870	91111869		104	109
Random	4	92720411	92725410		98	98
Random	4	92819061	92824060		87	105
Random	4	92833485	92838484		77	110
Random	4	94184967	94189966		85	70
Random	4	94543300	94548299		26	50
Random	4	96162421	96167420		60	118
Random	4	97101454	97106453		56	36
Random	4	97439699	97444698		86	97
Random	4	97448414	97453413		97	98
Random	4	98134770	98139769		103	83
Random	4	98149877	98154876		103	75
Random	4	98675461	98680460		35	38
Random	4	98907467	98912466		36	62
Random	4	99599998	99604997		34	24
Random	4	100850796	100855795		38	34
Random	4	102988728	102993727		49	27
Random	4	103882155	103887154		122	109
Random	4	104067464	104072463		93	62
Random	4	104150852	104155851		100	126
Random	4	104601616	104606615		70	70
Random	4	104638437	104643436		98	68
Random	4	104659707	104664706		68	42
Random	4	104786488	104791487		75	73
Random	4	105177636	105182635		27	26
Random	4	105979782	105984781		77	36
Random	4	106236099	106241098		22	19
Random	4	106461031	106466030		30	20
Random	4	107518542	107523541		90	40
Random	4	110156679	110161678		88	60
Random	4	111262263	111267262		88	80
Random	4	111961603	111966602		35	36
Random	4	113072605	113077604		0	1
Random	4	114894280	114899279		75	42
Random	4	115003433	115008432		30	28
Random	4	115288757	115293756		115	98
Random	4	115520857	115525856		110	106
Random	4	115535299	115540298		99	121
Random	4	116613422	116618421		24	30
Random	4	117905309	117910308		31	23
Random	4	119696313	119701312		66	59
Random	4	120171359	120176358		63	28
Random	4	120740499	120745498		33	16
Random	4	120984855	120989854		26	34
Random	4	121158407	121163406		39	46
Random	4	122684661	122689660		85	161
Random	4	124205081	124210080		45	44
Random	4	126252579	126257578		11	15
Random	4	127110103	127115102		37	32
Random	4	127982580	127987579		28	19
Random	4	128046958	128051957		87	54
Random	4	128729622	128734621		22	19
Random	4	128888031	128893030		45	33
Random	4	129113234	129118233		22	30
Random	4	129425012	129430011		21	37
Random	4	130066143	130071142		36	17
Random	4	131314678	131319677		82	32
Random	4	133769144	133774143		27	30
Random	4	133770225	133775224		35	37
Random	4	133934455	133939454		23	28
Random	4	134003034	134008033		18	19
Random	4	134384557	134389556		16	30
Random	4	134991997	134996996		36	33
Random	4	135365742	135370741		68	134
Random	4	135628087	135633086		28	33
Random	4	135679811	135684810		22	28
Random	4	136718905	136723904		33	40
Random	4	136787556	136792555		40	37
Random	4	137257602	137262601		52	40
Random	4	137299432	137304431		41	22
Random	4	137881753	137886752		21	17
Random	4	137892646	137897645		26	18
Random	4	137896843	137901842		22	20
Random	4	137947439	137952438		17	16
Random	4	138393502	138398501		10	19
Random	4	138705096	138710095		26	35
Random	4	140169718	140174717		28	33
Random	4	140495241	140500240		56	51
Random	4	141939097	141944096		40	56
Random	4	142984308	142989307		42	28
Random	4	143258629	143263628		15	17
Random	4	143350722	143355721		27	24
Random	4	143981732	143986731		27	27
Random	4	144000109	144005108		54	43
Random	4	144362444	144367443		94	93
Random	4	144819604	144824603		11	31
Random	4	144933392	144938391		73	68
Random	4	145916931	145921930		0	0
Random	4	146990152	146995151		0	0
Random	4	148032505	148037504		7	7
Random	4	148239431	148244430		75	61
Random	4	149315847	149320846		23	28
Random	4	149587848	149592847		18	17
Random	4	150159733	150164732		36	33
Random	4	150314499	150319498		24	35
Random	4	151658877	151663876		57	41
Random	4	152536968	152541967		23	21
Random	4	153425868	153430867		72	80
Random	4	153709686	153714685		52	46
Random	4	154263122	154268121		43	27
Random	4	154380501	154385500		68	32
Random	4	154453916	154458915		43	26
Random	4	154634697	154639696		5	5
Random	4	155088282	155093281		14	20
Random	4	155991472	155996471		11	22
Random	5	38503	43502		0	0
Random	5	507786	512785		0	0
Random	5	1010410	1015409		0	0
Random	5	1506133	1511132		0	0
Random	5	1563353	1568352		0	0
Random	5	1595863	1600862		0	0
Random	5	2549043	2554042		0	0
Random	5	2804626	2809625		0	0
Random	5	2921297	2926296		0	0
Random	5	3174834	3179833		68	98
Random	5	3259217	3264216		56	62
Random	5	4704925	4709924		71	64
Random	5	4706090	4711089		59	62
Random	5	4882020	4887019		80	55
Random	5	4963749	4968748		57	32
Random	5	4981244	4986243		83	49
Random	5	4987963	4992962		84	54
Random	5	4994224	4999223		73	59
Random	5	6009045	6014044		90	187
Random	5	6441531	6446530		107	147
Random	5	7477225	7482224		77	125
Random	5	7928544	7933543		92	180
Random	5	9063115	9068114		59	47
Random	5	9662835	9667834		65	63
Random	5	10017541	10022540		75	106
Random	5	10252070	10257069		80	81
Random	5	11100514	11105513		0	1
Random	5	11666260	11671259		16	9
Random	5	14595720	14600719		53	68
Random	5	15438878	15443877		0	0
Random	5	16354130	16359129		72	54
Random	5	16392915	16397914		72	60
Random	5	16843998	16848997		74	54
Random	5	16871721	16876720		62	52
Random	5	17177121	17182120		44	35
Random	5	17779169	17784168		61	52
Random	5	18027738	18032737		53	73
Random	5	19486506	19491505		88	41
Random	5	19513577	19518576		63	50
Random	5	20351578	20356577		72	53
Random	5	21074618	21079617		89	125
Random	5	21425129	21430128		16	21
Random	5	22089682	22094681		47	51
Random	5	22555404	22560403		47	63
Random	5	22895321	22900320		88	72
Random	5	23489850	23494849		20	37
Random	5	23511967	23516966		24	20
Random	5	24044476	24049475		55	29
Random	5	24394414	24399413		16	17
Random	5	24485216	24490215		14	15
Random	5	25342514	25347513		50	39
Random	5	26756721	26761720		58	86
Random	5	27043365	27048364		27	29
Random	5	28179245	28184244		30	24
Random	5	28804811	28809810		69	63
Random	5	28901437	28906436		95	72
Random	5	29965282	29970281		87	48
Random	5	30127627	30132626		25	33
Random	5	30259423	30264422		55	35
Random	5	30507137	30512136		49	72
Random	5	30748937	30753936		40	39
Random	5	31090841	31095840		9	13
Random	5	31201676	31206675		16	17
Random	5	32273460	32278459		68	60
Random	5	33150789	33155788		80	42
Random	5	33857789	33862788		59	86
Random	5	34050488	34055487		92	55
Random	5	34592877	34597876		15	18
Random	5	34610136	34615135		28	30
Random	5	34610261	34615260		28	31
Random	5	35039204	35044203		26	18
Random	5	35418913	35423912		107	95
Random	5	36729531	36734530		44	40
Random	5	38291733	38296732		98	87
Random	5	38795546	38800545		71	39
Random	5	38830141	38835140		23	22
Random	5	39190210	39195209		49	84
Random	5	39607762	39612761		76	66
Random	5	39762638	39767637		53	56
Random	5	40416891	40421890		88	89
Random	5	40654868	40659867		57	67
Random	5	41709705	41714704		52	27
Random	5	42462694	42467693		63	93
Random	5	43487876	43492875		96	146
Random	5	45787452	45792451		74	60
Random	5	45947182	45952181		121	106
Random	5	45965302	45970301		107	66
Random	5	46212449	46217448		95	90
Random	5	46536019	46541018		97	112
Random	5	46995005	47000004		87	81
Random	5	48389718	48394717		72	64
Random	5	48562999	48567998		76	60
Random	5	48568193	48573192		77	64
Random	5	48946285	48951284		73	82
Random	5	49056918	49061917		95	91
Random	5	49966699	49971698		48	26
Random	5	50359689	50364688		78	157
Random	5	50776930	50781929		38	29
Random	5	50962435	50967434		69	100
Random	5	51321772	51326771		82	89
Random	5	51762313	51767312		105	90
Random	5	52087032	52092031		73	55
Random	5	52395537	52400536		92	72
Random	5	52629473	52634472		63	85
Random	5	52733739	52738738		47	37
Random	5	53497549	53502548		50	49
Random	5	54295245	54300244		93	110
Random	5	54387981	54392980		131	104
Random	5	55022312	55027311		53	71
Random	5	55331923	55336922		87	145
Random	5	55689131	55694130		76	94
Random	5	56252285	56257284		42	53
Random	5	56454067	56459066		57	104
Random	5	56859142	56864141		71	108
Random	5	57679641	57684640		67	68
Random	5	57691267	57696266		10	27
Random	5	58746203	58751202		55	51
Random	5	59232535	59237534		83	149
Random	5	59956780	59961779		58	68
Random	5	60158717	60163716		29	40
Random	5	60605746	60610745		37	28
Random	5	60969241	60974240		65	51
Random	5	60974839	60979838		60	60
Random	5	61135302	61140301		58	71
Random	5	61805772	61810771		92	159
Random	5	62285503	62290502		94	80
Random	5	63812773	63817772		43	30
Random	5	63826687	63831686		60	68
Random	5	64151865	64156864		36	28
Random	5	64732301	64737300		71	61
Random	5	65779967	65784966		46	31
Random	5	66444838	66449837		57	57
Random	5	67358761	67363760		65	56
Random	5	67570632	67575631		104	61
Random	5	67963930	67968929		83	75
Random	5	69022308	69027307		77	122
Random	5	69269399	69274398		68	57
Random	5	69446028	69451027		55	69
Random	5	69486994	69491993		35	52
Random	5	70169903	70174902		76	84
Random	5	70170678	70175677		67	76
Random	5	70261082	70266081		66	117
Random	5	70261807	70266806		68	124
Random	5	70773614	70778613		58	97
Random	5	71790490	71795489		89	82
Random	5	72401536	72406535		103	50
Random	5	72463441	72468440		41	41
Random	5	72500465	72505464		19	13
Random	5	73548781	73553780		56	38
Random	5	74776275	74781274		50	44
Random	5	76182218	76187217		14	18
Random	5	76408778	76413777		73	63
Random	5	76989706	76994705		23	19
Random	5	77113822	77118821		41	37
Random	5	77518166	77523165		96	94
Random	5	78129471	78134470		15	38
Random	5	78218550	78223549		97	130
Random	5	78885063	78890062		53	83
Random	5	80926455	80931454		96	150
Random	5	81497374	81502373		75	47
Random	5	82314001	82319000		55	55
Random	5	82380879	82385878		69	72
Random	5	82565842	82570841		92	63
Random	5	82953293	82958292		59	77
Random	5	83276371	83281370		46	46
Random	5	83439464	83444463		28	22
Random	5	84146284	84151283		55	45
Random	5	84274084	84279083		58	41
Random	5	84986086	84991085		76	134
Random	5	85126044	85131043		76	94
Random	5	85193684	85198683		60	67
Random	5	85205366	85210365		80	54
Random	5	85518508	85523507		50	126
Random	5	86039714	86044713		24	26
Random	5	87277309	87282308		74	153
Random	5	87879779	87884778		72	46
Random	5	87988990	87993989		67	52
Random	5	88429770	88434769		26	36
Random	5	88586048	88591047		26	14
Random	5	88933381	88938380		90	69
Random	5	89368901	89373900		69	39
Random	5	89540011	89545010		31	26
Random	5	91502392	91507391		61	64
Random	5	91747531	91752530		76	69
Random	5	91822203	91827202		104	59
Random	5	91997350	92002349		61	77
Random	5	92626107	92631106		68	43
Random	5	92931755	92936754		18	37
Random	5	93130448	93135447		12	16
Random	5	93555628	93560627		7	10
Random	5	93791505	93796504		3	1
Random	5	94193985	94198984		1	3
Random	5	94614230	94619229		0	1
Random	5	95425325	95430324		15	4
Random	5	95484486	95489485		8	3
Random	5	95658002	95663001		4	1
Random	5	96033350	96038349		61	59
Random	5	96237313	96242312		25	33
Random	5	96279413	96284412		109	141
Random	5	96291420	96296419		44	68
Random	5	96326731	96331730		79	77
Random	5	96952937	96957936		55	54
Random	5	97103599	97108598		31	26
Random	5	97262161	97267160		76	49
Random	5	97358864	97363863		55	36
Random	5	99154007	99159006		52	27
Random	5	102547208	102552207		74	52
Random	5	103663486	103668485		19	21
Random	5	103768642	103773641		19	30
Random	5	106143881	106148880		87	62
Random	5	108027488	108032487		44	61
Random	5	108127012	108132011		14	21
Random	5	110342104	110347103		21	18
Random	5	110595559	110600558		52	28
Random	5	111589148	111594147		37	46
Random	5	111676587	111681586		47	31
Random	5	111940486	111945485		66	39
Random	5	112139540	112144539		34	25
Random	5	112435922	112440921		46	26
Random	5	112492155	112497154		31	33
Random	5	112605920	112610919		30	33
Random	5	113847533	113852532		16	29
Random	5	114450229	114455228		10	17
Random	5	115019849	115024848		27	39
Random	5	116432627	116437626		17	19
Random	5	116786282	116791281		51	28
Random	5	116992310	116997309		88	110
Random	5	118094656	118099655		45	29
Random	5	118216707	118221706		60	49
Random	5	118464214	118469213		25	16
Random	5	118553618	118558617		31	58
Random	5	118966526	118971525		54	49
Random	5	119166521	119171520		74	53
Random	5	119177799	119182798		62	67
Random	5	120721394	120726393		23	34
Random	5	121001936	121006935		33	23
Random	5	121017572	121022571		81	46
Random	5	123016894	123021893		11	23
Random	5	123231693	123236692		16	29
Random	5	123267074	123272073		18	34
Random	5	123454082	123459081		52	37
Random	5	123475768	123480767		64	35
Random	5	124228972	124233971		55	47
Random	5	124740617	124745616		34	38
Random	5	125214911	125219910		33	36
Random	5	125549733	125554732		45	47
Random	5	126887877	126892876		71	50
Random	5	127485662	127490661		82	82
Random	5	127576260	127581259		34	16
Random	5	127582937	127587936		26	33
Random	5	127962237	127967236		87	44
Random	5	129603545	129608544		15	23
Random	5	129746143	129751142		22	21
Random	5	129885173	129890172		23	57
Random	5	131401060	131406059		85	51
Random	5	132162053	132167052		74	31
Random	5	133058696	133063695		82	86
Random	5	133874379	133879378		88	67
Random	5	133904424	133909423		74	77
Random	5	134906369	134911368		15	21
Random	5	134953118	134958117		31	26
Random	5	136115570	136120569		20	25
Random	5	136505894	136510893		23	38
Random	5	136564781	136569780		5	3
Random	5	137400193	137405192		48	38
Random	5	137929211	137934210		70	74
Random	5	138808182	138813181		75	52
Random	5	139715435	139720434		18	22
Random	5	140433942	140438941		27	15
Random	5	140730591	140735590		24	14
Random	5	140761766	140766765		48	21
Random	5	140947634	140952633		88	72
Random	5	141217726	141222725		101	88
Random	5	141433936	141438935		91	66
Random	5	141813044	141818043		83	57
Random	5	141930122	141935121		76	55
Random	5	141938196	141943195		93	68
Random	5	142006379	142011378		66	64
Random	5	142061347	142066346		93	165
Random	5	142388844	142393843		25	40
Random	5	144973101	144978100		37	22
Random	5	145319355	145324354		84	109
Random	5	145969834	145974833		88	132
Random	5	146421500	146426499		31	26
Random	5	146708426	146713425		28	34
Random	5	146783747	146788746		21	13
Random	5	147149841	147154840		25	37
Random	5	147934985	147939984		41	61
Random	5	148975654	148980653		28	39
Random	5	149275603	149280602		23	39
Random	5	149744062	149749061		31	44
Random	5	150097724	150102723		30	26
Random	5	150946958	150951957		33	37
Random	6	173645	178644		0	0
Random	6	1116349	1121348		0	0
Random	6	1643240	1648239		0	0
Random	6	1712663	1717662		0	0
Random	6	1818735	1823734		0	0
Random	6	1888125	1893124		0	0
Random	6	2082691	2087690		0	0
Random	6	3665439	3670438		66	81
Random	6	4472475	4477474		93	128
Random	6	4577355	4582354		74	39
Random	6	4661544	4666543		54	32
Random	6	5012337	5017336		26	28
Random	6	5169001	5174000		42	35
Random	6	5497312	5502311		49	68
Random	6	5548883	5553882		97	57
Random	6	5788140	5793139		55	34
Random	6	5827369	5832368		57	45
Random	6	6202697	6207696		50	40
Random	6	6877180	6882179		9	28
Random	6	7302651	7307650		100	75
Random	6	7990149	7995148		64	33
Random	6	8307401	8312400		62	51
Random	6	8454051	8459050		57	41
Random	6	8456408	8461407		60	50
Random	6	9813407	9818406		50	60
Random	6	9973033	9978032		81	66
Random	6	10647947	10652946		84	123
Random	6	12452589	12457588		54	60
Random	6	12507270	12512269		71	44
Random	6	12571415	12576414		64	54
Random	6	14659920	14664919		93	162
Random	6	16609190	16614189		65	47
Random	6	16770989	16775988		86	88
Random	6	17385408	17390407		75	58
Random	6	17567460	17572459		99	64
Random	6	17708932	17713931		92	89
Random	6	18034636	18039635		44	33
Random	6	18320993	18325992		35	39
Random	6	18826970	18831969		77	77
Random	6	19581795	19586794		37	63
Random	6	19949100	19954099		70	76
Random	6	21126547	21131546		62	49
Random	6	21204257	21209256		51	52
Random	6	21489011	21494010		71	101
Random	6	23041896	23046895		68	55
Random	6	24019138	24024137		74	67
Random	6	24136998	24141997		86	53
Random	6	24475494	24480493		94	60
Random	6	24923747	24928746		67	107
Random	6	25526832	25531831		51	29
Random	6	25645042	25650041		92	77
Random	6	26175250	26180249		87	58
Random	6	26349302	26354301		81	92
Random	6	27412962	27417961		110	107
Random	6	27510959	27515958		96	141
Random	6	27770210	27775209		90	75
Random	6	28061404	28066403		61	39
Random	6	28154211	28159210		78	44
Random	6	29542103	29547102		42	86
Random	6	29895142	29900141		48	33
Random	6	32368273	32373272		116	64
Random	6	32541337	32546336		101	112
Random	6	32684744	32689743		47	101
Random	6	33121687	33126686		52	37
Random	6	33686859	33691858		58	42
Random	6	33705019	33710018		51	35
Random	6	35206136	35211135		26	31
Random	6	35239214	35244213		26	36
Random	6	35676496	35681495		81	148
Random	6	35763278	35768277		92	82
Random	6	35881295	35886294		58	90
Random	6	35906024	35911023		91	90
Random	6	36268125	36273124		81	75
Random	6	37519608	37524607		74	134
Random	6	37895445	37900444		26	43
Random	6	38311654	38316653		14	30
Random	6	39117845	39122844		35	31
Random	6	39666473	39671472		38	54
Random	6	39886780	39891779		68	58
Random	6	40147959	40152958		112	73
Random	6	40709613	40714612		87	86
Random	6	41309710	41314709		80	75
Random	6	42083073	42088072		61	122
Random	6	42724286	42729285		84	121
Random	6	43418050	43423049		55	36
Random	6	44979444	44984443		88	121
Random	6	45622449	45627448		74	79
Random	6	46785127	46790126		78	60
Random	6	47465217	47470216		29	36
Random	6	48343919	48348918		92	115
Random	6	49452166	49457165		102	88
Random	6	49580093	49585092		49	46
Random	6	49883703	49888702		28	39
Random	6	50289708	50294707		69	65
Random	6	50718935	50723934		68	45
Random	6	51255115	51260114		54	53
Random	6	51440965	51445964		30	36
Random	6	51561716	51566715		41	48
Random	6	51813618	51818617		49	58
Random	6	51819822	51824821		77	64
Random	6	51938455	51943454		38	26
Random	6	52441426	52446425		32	59
Random	6	52810667	52815666		36	31
Random	6	53403617	53408616		2	2
