Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique	input_DNA_Untreated-unique	input_DNA_VitC-unique
L1Md_A_downstream	3	32245925	32250925	+	2.29773736	1.867828846	1.521497726	2.01006794
L1Md_T_downstream	3	32303080	32308080	-	3.023338556	1.812072754	2.309416056	2.123311281
L1Md_A_downstream	3	33162516	33167516	-	2.025636911	1.254511952	2.309416056	1.868513942
L1Md_A_downstream	3	33206360	33211360	+	1.965170026	1.393902063	1.901872158	1.330608368
L1Md_T_downstream	3	33238444	33243444	-	1.995403409	1.19875586	1.684515357	1.500473261
L1Md_T_downstream	3	33523247	33528247	-	1.511669278	2.007219076	1.603006482	2.349797726
L1Md_T_downstream	3	33605057	33610057	+	2.267503977	3.038706541	1.711684942	1.670338154
L1Md_A_downstream	3	33624989	33629989	+	2.509371042	2.174487352	1.603006482	1.415540814
L1Md_T_downstream	3	33691579	33696579	-	2.358204126	2.648414135	2.28224659	2.01006794
L1Md_T_downstream	3	33773977	33778977	+	2.751238108	3.54051137	1.657345772	2.349797726
L1Md_A_downstream	3	34358227	34363227	-	2.630304575	1.895706892	1.820363283	2.264865398
L1Md_T_downstream	3	35119594	35124594	-	1.118635297	1.672682524	2.227907419	1.868513942
L1Md_A_downstream	3	35281807	35286807	-	1.420969129	1.170877814	1.630176067	1.500473261
L1Md_T_downstream	3	35602284	35607284	-	2.358204126	2.564779997	2.526772976	1.783581495
L1Md_T_downstream	3	36280393	36285393	-	1.72330296	3.428999186	1.439988852	1.981757164
L1Md_A_downstream	3	36696428	36701428	-	2.630304575	1.756316662	1.358480096	1.726959825
L1Md_A_downstream	3	36842219	36847219	-	1.81400311	2.146609306	1.738854527	1.981757164
L1Md_A_downstream	3	36894268	36899268	-	0.997701705	1.115121722	1.874702573	2.06668973
L1Md_A_downstream	3	38114005	38119005	-	2.539604425	1.282389998	1.847532988	2.151622057
L1Md_T_downstream	3	38205739	38210739	-	1.844236493	0.864219308	1.793193698	1.273986697
L1Md_A_downstream	3	38631994	38636994	+	1.451202512	1.142999768	0.978105664	2.038378716
L1Md_A_downstream	3	38767789	38772789	+	1.753536344	2.285999537	1.195462465	1.047500253
L1Md_T_downstream	3	39178279	39183279	-	2.38843751	4.098072052	1.603006482	2.06668973
L1Md_T_downstream	3	39232754	39237754	-	2.781471491	1.8399508	1.630176067	1.896824718
L1Md_T_downstream	3	39393170	39398170	-	2.327970743	2.11873126	1.358480096	1.726959825
L1Md_T_downstream	3	39607619	39612619	+	1.753536344	2.481145859	1.222632051	1.075811028
L1Md_T_downstream	3	39863068	39868068	+	2.479137659	2.927194357	0.978105664	1.132432699
L1Md_T_downstream	3	40156642	40161642	+	1.602369428	2.035097122	1.249801636	1.472162485
L1Md_A_downstream	3	40341270	40346270	-	3.446605921	2.982950449	1.793193698	2.095000505
L1Md_A_downstream	3	41331860	41336860	-	2.025636911	1.338145971	2.418094635	1.7552706
L1Md_T_downstream	3	41758852	41763852	-	2.086103678	2.090853214	2.146398544	2.236554623
L1Md_A_downstream	3	41867966	41872966	-	2.146570444	1.19875586	1.304140925	1.981757164
L1Md_A_downstream	3	42019642	42024642	-	2.38843751	2.062975168	2.064889669	2.264865398
L1Md_T_downstream	3	42166425	42171425	-	2.781471491	3.122340679	1.874702573	1.896824718
L1Md_T_downstream	3	42313253	42318253	-	2.932638407	1.477536201	1.657345772	1.868513942
L1Md_T_downstream	3	42711478	42716478	-	2.116337061	2.285999537	1.439988852	1.302297592
L1Md_A_downstream	3	43001464	43006464	-	2.569837809	3.652023554	1.412819266	1.443851709
L1Md_A_downstream	3	43294932	43299932	-	2.358204126	3.317487001	1.439988852	1.189054251
L1Md_T_downstream	3	43480953	43485953	-	1.904703259	2.564779997	1.27697134	1.500473261
L1Md_T_downstream	3	43873353	43878353	-	1.632602811	2.369633675	1.304140925	1.783581495
L1Md_A_downstream	3	43959444	43964444	+	2.600071192	3.428999186	1.331310511	1.217365146
L1Md_A_downstream	3	44029632	44034632	+	2.237270594	3.094462633	1.385649681	1.613716602
L1Md_T_downstream	3	44085894	44090894	+	1.72330296	1.282389998	1.630176067	1.245675921
L1Md_T_downstream	3	44105325	44110325	+	1.81400311	2.676291943	1.385649681	1.415540814
L1Md_T_downstream	3	44180885	44185885	-	2.055870295	3.373243093	1.711684942	1.387230039
L1Md_A_downstream	3	44236210	44241210	-	2.176803827	2.704169989	1.630176067	1.585405707
L1Md_T_downstream	3	44253447	44258447	-	2.086103678	2.174487352	1.603006482	1.528784156
L1Md_T_downstream	3	44452301	44457301	-	1.662836194	2.620536089	1.575836897	1.613716602
L1Md_A_downstream	3	44554542	44559542	-	1.420969129	1.867828846	1.16829288	1.443851709
L1Md_T_downstream	3	44627975	44632975	+	1.209335446	1.170877814	1.086784124	1.358919144
L1Md_T_downstream	3	44671416	44676416	+	2.086103678	2.871438265	1.575836897	1.160743475
L1Md_T_downstream	3	44862888	44867888	+	1.904703259	1.97934103	1.630176067	1.415540814
L1Md_T_downstream	3	44889758	44894758	+	2.116337061	1.895706892	1.358480096	1.160743475
L1Md_T_downstream	3	45149387	45154387	-	1.662836194	1.226633906	1.738854527	1.726959825
L1Md_T_downstream	3	45267273	45272273	+	1.269802213	2.341755629	1.521497726	1.387230039
L1Md_T_downstream	3	45584521	45589521	+	1.209335446	2.843560219	0.869427264	0.962567747
L1Md_A_downstream	3	45590977	45595977	+	2.086103678	2.285999537	1.467158556	1.698649049
L1Md_A_downstream	3	45898032	45903032	+	1.783769727	1.812072754	1.005275249	1.075811028
L1Md_T_downstream	3	46090258	46095258	-	1.693069577	1.70056057	1.630176067	1.358919144
L1Md_T_downstream	3	46204216	46209216	+	1.783769727	2.090853214	1.304140925	1.245675921
L1Md_T_downstream	3	46243098	46248098	+	2.690771341	3.902925968	1.684515357	1.670338154
L1Md_T_downstream	3	46740912	46745912	+	1.572136045	3.261730909	1.331310511	1.585405707
L1Md_T_downstream	3	46905496	46910496	-	2.267503977	2.620536089	1.494328141	1.387230039
L1Md_A_downstream	3	46924918	46929918	-	1.269802213	2.648414135	0.978105664	1.387230039
L1Md_A_downstream	3	46969382	46974382	-	2.086103678	1.644804478	2.010550499	2.038378716
L1Md_A_downstream	3	47288343	47293343	+	2.29773736	2.11873126	1.222632051	1.104121804
L1Md_A_downstream	3	47366952	47371952	-	1.783769727	2.285999537	1.766024113	1.670338154
L1Md_A_downstream	3	47396432	47401432	-	2.237270594	3.428999186	2.200737715	1.642027378
L1Md_A_downstream	3	47597180	47602180	+	1.995403409	2.230243444	1.738854527	1.415540814
L1Md_T_downstream	3	48009492	48014492	+	1.662836194	2.285999537	1.27697134	1.273986697
L1Md_A_downstream	3	48161590	48166590	-	1.81400311	1.867828846	2.037720203	1.642027378
L1Md_T_downstream	3	48310119	48315119	-	1.844236493	1.421780109	1.521497726	1.330608368
L1Md_A_downstream	3	48439823	48444823	+	1.360502362	1.97934103	1.439988852	1.415540814
L1Md_T_downstream	3	48440111	48445111	-	1.330268979	1.756316662	1.412819266	1.472162485
L1Md_T_downstream	3	48454164	48459164	-	3.023338556	2.871438265	1.385649681	1.7552706
L1Md_T_downstream	3	48978802	48983802	+	1.481435895	1.505414248	1.412819266	1.358919144
L1Md_A_downstream	3	48995700	49000700	-	1.904703259	2.202365398	1.439988852	1.104121804
L1Md_T_downstream	3	49066023	49071023	-	2.327970743	1.672682524	1.956211329	1.443851709
L1Md_A_downstream	3	49271979	49276979	+	2.20703721	2.592658043	1.657345772	1.217365146
L1Md_T_downstream	3	49448810	49453810	+	2.327970743	2.564779997	1.304140925	1.585405707
L1Md_A_downstream	3	49453318	49458318	-	2.146570444	2.25812149	1.27697134	1.783581495
L1Md_T_downstream	3	49792063	49797063	-	2.539604425	1.338145971	1.494328141	1.7552706
L1Md_T_downstream	3	49812362	49817362	-	2.479137659	2.899316311	1.630176067	1.443851709
L1Md_A_downstream	3	49828177	49833177	+	1.572136045	1.923584938	1.521497726	1.330608368
L1Md_T_downstream	3	50059016	50064016	+	1.420969129	1.338145971	1.331310511	1.443851709
L1Md_A_downstream	3	50535921	50540921	-	2.600071192	4.348974705	1.711684942	1.840203047
L1Md_A_downstream	3	50672411	50677411	+	2.29773736	1.589048386	2.010550499	1.500473261
L1Md_A_downstream	3	50691416	50696416	-	1.874469876	1.477536201	1.766024113	1.925135493
L1Md_T_downstream	3	50952274	50957274	-	2.327970743	1.282389998	2.146398544	1.953446388
L1Md_T_downstream	3	52425672	52430672	-	2.237270594	1.393902063	1.630176067	1.613716602
L1Md_A_downstream	3	52905875	52910875	-	2.146570444	0.78058517	1.820363283	1.670338154
L1Md_A_downstream	3	53124441	53129441	-	1.209335446	1.003609538	1.983380914	2.01006794
L1Md_T_downstream	3	53710109	53715109	-	1.541902661	1.087243676	1.847532988	1.500473261
L1Md_A_downstream	3	53831205	53836205	-	1.995403409	1.003609538	1.874702573	2.236554623
L1Md_T_downstream	3	54117673	54122673	-	2.146570444	1.672682524	2.037720203	1.387230039
L1Md_T_downstream	3	55597809	55602809	-	1.693069577	2.062975168	1.385649681	1.387230039
L1Md_T_downstream	3	55882178	55887178	+	2.176803827	1.226633906	1.711684942	1.726959825
L1Md_T_downstream	3	55911267	55916267	-	2.539604425	1.756316662	1.494328141	1.925135493
L1Md_A_downstream	3	56016097	56021097	-	2.20703721	1.254511952	1.385649681	1.670338154
L1Md_T_downstream	3	56074950	56079950	+	0.997701705	0.947853446	1.548667312	1.613716602
L1Md_T_downstream	3	56141648	56146648	+	1.693069577	1.449658155	1.956211329	1.868513942
L1Md_T_downstream	3	56214815	56219815	+	2.630304575	1.393902063	1.874702573	1.783581495
L1Md_A_downstream	3	56252240	56257240	+	1.995403409	1.115121722	1.603006482	1.358919144
L1Md_A_downstream	3	56377136	56382136	+	1.541902661	1.784194708	1.16829288	1.642027378
L1Md_T_downstream	3	56519252	56524252	+	1.934936643	1.170877814	1.548667312	1.358919144
L1Md_T_downstream	3	56533857	56538857	-	1.602369428	1.19875586	1.467158556	2.208243608
L1Md_T_downstream	3	56592792	56597792	-	2.267503977	1.672682524	1.575836897	1.670338154
L1Md_T_downstream	3	56909313	56914313	+	2.20703721	3.205974817	1.494328141	1.472162485
L1Md_A_downstream	3	57066828	57071828	+	1.179102063	1.533292294	0.624900818	0.821013689
L1Md_T_downstream	3	58001568	58006568	-	1.72330296	1.226633906	1.385649681	2.179932833
L1Md_A_downstream	3	58192246	58197246	+	2.448904276	1.867828846	1.521497726	1.840203047
L1Md_T_downstream	3	58266550	58271550	-	2.509371042	1.784194708	1.956211329	1.783581495
L1Md_T_downstream	3	58768061	58773061	+	1.783769727	1.310268044	1.766024113	1.557094932
L1Md_A_downstream	3	58857951	58862951	+	2.20703721	1.812072754	1.793193698	1.415540814
L1Md_A_downstream	3	59274873	59279873	-	1.481435895	1.310268044	1.766024113	1.160743475
L1Md_T_downstream	3	59388885	59393885	-	2.237270594	2.927194357	2.255076885	1.528784156
L1Md_A_downstream	3	59507175	59512175	-	1.420969129	1.672682524	1.901872158	2.06668973
L1Md_T_downstream	3	59631740	59636740	+	2.055870295	2.007219076	1.548667312	1.443851709
L1Md_T_downstream	3	59650851	59655851	-	2.358204126	3.40112114	1.901872158	1.557094932
L1Md_A_downstream	3	59678451	59683451	-	2.29773736	2.369633675	1.603006482	1.896824718
L1Md_A_downstream	3	60226546	60231546	-	1.541902661	1.05936563	1.711684942	1.670338154
L1Md_A_downstream	3	60425591	60430591	-	2.146570444	1.589048386	1.793193698	1.557094932
L1Md_A_downstream	3	60659443	60664443	-	2.176803827	2.425389767	2.255076885	2.236554623
L1Md_T_downstream	3	61176960	61181960	+	1.481435895	1.449658155	1.249801636	1.443851709
L1Md_Gf_downstream	3	61450043	61455043	+	1.511669278	2.481145859	1.956211329	1.670338154
L1Md_T_downstream	3	61631556	61636556	-	2.327970743	1.70056057	1.874702573	2.06668973
L1Md_T_downstream	3	61725538	61730538	+	1.451202512	1.05936563	1.11395371	1.698649049
L1Md_A_downstream	3	61778949	61783949	+	1.965170026	1.477536201	1.684515357	1.613716602
L1Md_T_downstream	3	61847952	61852952	-	2.146570444	1.756316662	1.603006482	1.585405707
L1Md_T_downstream	3	61898207	61903207	-	2.086103678	1.449658155	1.901872158	1.557094932
L1Md_T_downstream	3	62127466	62132466	+	0.695367873	1.115121722	0.570561647	0.452973068
L1Md_T_downstream	3	62211754	62216754	+	1.209335446	1.226633906	1.820363283	1.642027378
L1Md_T_downstream	3	62548192	62553192	+	2.176803827	1.784194708	1.27697134	1.981757164
L1Md_T_downstream	3	62578818	62583818	+	1.995403409	1.282389998	1.439988852	1.698649049
L1Md_T_downstream	3	62731262	62736262	-	2.932638407	2.843560219	1.738854527	1.613716602
L1Md_T_downstream	3	62867993	62872993	-	2.781471491	1.812072754	2.092059374	1.783581495
L1Md_A_downstream	3	62959906	62964906	+	1.541902661	1.477536201	1.412819266	1.613716602
L1Md_A_downstream	3	62980514	62985514	-	2.20703721	1.97934103	2.010550499	2.434730291
L1Md_A_downstream	3	63518760	63523760	-	2.267503977	1.728438616	1.956211329	2.06668973
L1Md_T_downstream	3	63664727	63669727	-	1.451202512	2.425389767	1.983380914	1.925135493
L1Md_A_downstream	3	64234254	64239254	-	1.118635297	1.05936563	1.141123295	1.245675921
L1Md_A_downstream	3	64448014	64453014	-	2.479137659	1.56117034	1.575836897	1.670338154
L1Md_T_downstream	3	64567944	64572944	-	2.660537958	2.230243444	1.738854527	1.642027378
L1Md_T_downstream	3	64640477	64645477	+	2.690771341	3.456877232	1.385649681	1.358919144
L1Md_A_downstream	3	64819788	64824788	+	1.965170026	3.624145508	1.494328141	1.273986697
L1Md_A_downstream	3	64928033	64933033	+	2.630304575	2.843560219	1.494328141	2.06668973
L1Md_A_downstream	3	64949900	64954900	-	2.358204126	1.254511952	1.847532988	2.264865398
L1Md_T_downstream	3	65184383	65189383	-	2.20703721	1.226633906	1.874702573	1.981757164
L1Md_T_downstream	3	65418148	65423148	-	1.179102063	0.9199754	1.929041743	2.06668973
L1Md_A_downstream	3	65761193	65766193	+	2.086103678	1.19875586	2.064889669	2.01006794
L1Md_A_downstream	3	66076968	66081968	+	1.209335446	0.613316953	1.657345772	1.670338154
L1Md_T_downstream	3	66221286	66226286	-	1.541902661	2.035097122	2.064889669	2.06668973
L1Md_A_downstream	3	66274121	66279121	+	2.116337061	3.707779646	1.086784124	1.500473261
L1Md_T_downstream	3	66623042	66628042	-	2.086103678	1.97934103	1.684515357	1.302297592
L1Md_T_downstream	3	66676340	66681340	+	1.995403409	2.620536089	1.385649681	1.443851709
L1Md_T_downstream	3	66907619	66912619	+	1.511669278	1.142999768	1.141123295	1.217365146
L1Md_T_downstream	3	66919441	66924441	+	2.025636911	2.620536089	1.467158556	1.302297592
L1Md_A_downstream	3	67148952	67153952	-	1.360502362	1.282389998	2.11922884	2.264865398
L1Md_T_downstream	3	67530315	67535315	-	1.632602811	1.533292294	1.983380914	2.095000505
L1Md_T_downstream	3	67742253	67747253	-	2.902405024	1.70056057	1.820363283	1.896824718
L1Md_T_downstream	3	67792544	67797544	+	2.025636911	1.366024017	1.385649681	1.698649049
L1Md_T_downstream	3	68514141	68519141	-	0.907001555	0.613316953	2.173568249	1.868513942
L1Md_T_downstream	3	68730914	68735914	+	0.24186708	0.473926723	0.326035231	0.452973068
L1Md_T_downstream	3	68742730	68747730	-	1.81400311	2.871438265	2.037720203	2.095000505
L1Md_A_downstream	3	70041542	70046542	-	2.630304575	2.146609306	1.603006482	1.896824718
L1Md_T_downstream	3	70058910	70063910	-	2.267503977	1.644804478	2.092059374	2.32148695
L1Md_A_downstream	3	70667977	70672977	-	1.088401914	1.19875586	0.597731233	0.594527125
L1Md_A_downstream	3	70693774	70698774	+	0.967468321	0.975731492	0.923766494	1.047500253
L1Md_Gf_downstream	3	70724059	70729059	+	1.753536344	1.505414248	0.869427264	0.707770407
L1Md_A_downstream	3	70832643	70837643	+	1.05816853	1.533292294	1.249801636	1.019189358
L1Md_T_downstream	3	70843559	70848559	-	2.055870295	2.425389767	1.249801636	1.642027378
L1Md_T_downstream	3	71053474	71058474	-	3.053571939	3.010828495	1.11395371	1.387230039
L1Md_T_downstream	3	71112312	71117312	-	2.781471491	3.150218725	1.711684942	1.585405707
L1Md_T_downstream	3	71364553	71369553	-	1.995403409	2.955072403	1.412819266	1.160743475
L1Md_A_downstream	3	71384782	71389782	-	2.29773736	2.843560219	1.575836897	1.472162485
L1Md_A_downstream	3	71436435	71441435	-	1.662836194	3.205974817	1.05961442	1.104121804
L1Md_A_downstream	3	72145989	72150989	-	2.38843751	2.787804127	1.494328141	1.670338154
L1Md_A_downstream	3	72268578	72273578	-	2.20703721	2.982950449	1.847532988	1.217365146
L1Md_A_downstream	3	72292711	72297711	+	1.874469876	3.010828495	1.27697134	1.217365146
L1Md_T_downstream	3	72703814	72708814	+	1.420969129	1.756316662	1.358480096	1.7552706
L1Md_T_downstream	3	72898853	72903853	+	1.300035596	1.505414248	1.304140925	1.613716602
L1Md_A_downstream	3	73015136	73020136	-	1.753536344	3.010828495	0.923766494	1.273986697
L1Md_T_downstream	3	73083104	73088104	-	2.690771341	2.230243444	1.385649681	1.528784156
L1Md_A_downstream	3	73433333	73438333	+	2.055870295	3.596267462	1.548667312	1.670338154
L1Md_A_downstream	3	73445504	73450504	-	2.327970743	3.150218725	1.657345772	1.981757164
L1Md_A_downstream	3	73598896	73603896	-	2.630304575	1.784194708	1.331310511	1.896824718
L1Md_T_downstream	3	73862205	73867205	+	0.66513449	0.529682815	0.434713632	0.481283873
L1Md_T_downstream	3	73869705	73874705	+	1.300035596	1.589048386	0.950936079	1.528784156
L1Md_T_downstream	3	74206248	74211248	-	1.632602811	2.481145859	1.27697134	1.302297592
L1Md_A_downstream	3	74431609	74436609	-	2.025636911	2.815682173	1.11395371	1.104121804
L1Md_T_downstream	3	74447063	74452063	-	2.902405024	3.735657692	1.684515357	1.868513942
L1Md_T_downstream	3	74476303	74481303	+	1.844236493	3.345365047	1.657345772	1.528784156
L1Md_A_downstream	3	74586486	74591486	+	2.38843751	3.205974817	1.086784124	1.302297592
L1Md_T_downstream	3	74754459	74759459	-	2.055870295	2.564779997	1.195462465	1.585405707
L1Md_A_downstream	3	74870187	74875187	+	1.662836194	1.756316662	1.657345772	1.302297592
L1Md_T_downstream	3	74870803	74875803	-	1.602369428	1.784194708	1.738854527	1.387230039
L1Md_T_downstream	3	75377776	75382776	+	1.934936643	2.007219076	1.521497726	1.811892271
L1Md_T_downstream	3	75403855	75408855	-	2.237270594	2.509023905	1.820363283	1.925135493
L1Md_A_downstream	3	75785008	75790008	+	2.327970743	1.477536201	2.146398544	1.868513942
L1Md_A_downstream	3	75836449	75841449	-	1.934936643	1.142999768	2.227907419	2.123311281
L1Md_A_downstream	3	76081909	76086909	-	2.29773736	1.895706892	1.467158556	1.896824718
L1Md_T_downstream	3	76120716	76125716	-	2.448904276	2.285999537	1.630176067	1.7552706
L1Md_A_downstream	3	76593771	76598771	-	2.055870295	1.366024017	1.548667312	1.953446388
L1Md_T_downstream	3	76751595	76756595	-	1.451202512	1.366024017	1.494328141	1.245675921
L1Md_T_downstream	3	77179062	77184062	-	2.29773736	3.150218725	1.603006482	1.726959825
L1Md_T_downstream	3	77239079	77244079	+	2.025636911	1.867828846	1.222632051	1.387230039
L1Md_T_downstream	3	77247975	77252975	-	2.630304575	3.205974817	1.711684942	1.7552706
L1Md_A_downstream	3	77662326	77667326	-	0.755834639	1.366024017	0.842257679	0.707770407
L1Md_T_downstream	3	77710650	77715650	+	0.090700157	0.055756085	0.054339204	0
L1Md_A_downstream	3	77817861	77822861	+	2.116337061	1.477536201	1.304140925	1.189054251
L1Md_T_downstream	3	78020978	78025978	-	2.932638407	3.373243093	1.603006482	1.557094932
L1Md_A_downstream	3	78327501	78332501	-	2.237270594	2.704169989	1.439988852	1.500473261
L1Md_A_downstream	3	78456609	78461609	+	2.600071192	4.293218613	1.630176067	1.811892271
L1Md_T_downstream	3	78483792	78488792	-	1.995403409	2.369633675	0.950936079	1.132432699
L1Md_A_downstream	3	78609257	78614257	+	1.269802213	1.142999768	1.086784124	1.019189358
L1Md_A_downstream	3	78765246	78770246	-	2.418670893	1.449658155	1.711684942	1.698649049
L1Md_T_downstream	3	78823293	78828293	+	1.390735745	1.477536201	1.412819266	1.217365146
L1Md_T_downstream	3	79758737	79763737	-	3.114038706	2.955072403	2.33658576	2.491351843
L1Md_T_downstream	3	79954491	79959491	-	2.751238108	2.509023905	1.847532988	2.208243608
L1Md_A_downstream	3	80008183	80013183	-	2.418670893	1.672682524	1.27697134	1.245675921
L1Md_T_downstream	3	80344262	80349262	-	1.693069577	2.313877583	1.548667312	1.811892271
L1Md_A_downstream	3	80433338	80438338	-	2.569837809	2.564779997	1.575836897	1.953446388
L1Md_T_downstream	3	80471049	80476049	+	2.025636911	2.146609306	1.412819266	1.528784156
L1Md_T_downstream	3	80627478	80632478	+	3.325672388	3.233852863	1.603006482	1.783581495
L1Md_T_downstream	3	80748092	80753092	+	2.116337061	1.393902063	1.603006482	1.670338154
L1Md_T_downstream	3	81066246	81071246	-	1.088401914	0.864219308	2.581112146	1.811892271
L1Md_A_downstream	3	81248046	81253046	-	1.511669278	1.226633906	1.901872158	1.642027378
L1Md_A_downstream	3	81303667	81308667	-	2.29773736	1.449658155	2.11922884	1.953446388
L1Md_T_downstream	3	81356250	81361250	-	2.902405024	2.285999537	1.901872158	1.500473261
L1Md_T_downstream	3	81621888	81626888	+	1.874469876	2.620536089	1.304140925	1.358919144
L1Md_T_downstream	3	81694806	81699806	+	0.907001555	0.724829078	0.543392062	0.509594679
L1Md_T_downstream	3	81700603	81705603	-	2.418670893	2.592658043	1.467158556	1.840203047
L1Md_T_downstream	3	81769856	81774856	-	2.569837809	1.728438616	2.064889669	2.01006794
L1Md_A_downstream	3	83298208	83303208	+	1.360502362	0.696951032	2.064889669	1.273986697
L1Md_A_downstream	3	83331601	83336601	-	2.237270594	1.8399508	1.05961442	1.019189358
L1Md_T_downstream	3	84757173	84762173	-	2.448904276	1.8399508	2.825638533	1.981757164
L1Md_A_downstream	3	86148183	86153183	-	1.179102063	1.087243676	2.200737715	1.981757164
L1Md_T_downstream	3	86324323	86329323	-	0.725601256	1.031487584	1.657345772	1.811892271
L1Md_T_downstream	3	90768706	90773706	+	2.781471491	2.230243444	1.983380914	2.123311281
L1Md_T_downstream	3	90958367	90963367	-	2.29773736	3.95868206	1.983380914	2.264865398
L1Md_A_downstream	3	91105144	91110144	+	1.179102063	2.090853214	1.901872158	1.811892271
L1Md_T_downstream	3	91133112	91138112	+	1.420969129	2.732048035	1.304140925	1.500473261
L1Md_T_downstream	3	91707255	91712255	+	2.29773736	2.732048035	1.494328141	1.443851709
L1Md_A_downstream	3	91851623	91856623	-	2.086103678	1.756316662	1.494328141	1.443851709
L1Md_A_downstream	3	91887135	91892135	+	1.874469876	3.652023554	1.820363283	1.472162485
L1Md_A_downstream	3	92541894	92546894	-	2.630304575	2.481145859	1.874702573	1.981757164
L1Md_A_downstream	3	93609196	93614196	-	0.816301405	0.808463216	1.956211329	2.151622057
L1Md_T_downstream	3	93878857	93883857	-	2.932638407	4.404730797	1.847532988	1.811892271
L1Md_A_downstream	3	93927999	93932999	+	1.693069577	2.25812149	1.16829288	1.670338154
L1Md_A_downstream	3	94023583	94028583	-	1.088401914	2.341755629	0.787918448	0.736081243
L1Md_T_downstream	3	94141298	94146298	-	2.932638407	4.655632973	1.738854527	2.208243608
L1Md_T_downstream	3	94274057	94279057	+	1.05816853	0.975731492	1.412819266	1.415540814
L1Md_T_downstream	3	94278450	94283450	-	1.481435895	1.338145971	2.092059374	1.840203047
L1Md_T_downstream	3	94555368	94560368	+	0.513967574	0.696951032	1.983380914	1.783581495
L1Md_T_downstream	3	94720654	94725654	-	0.816301405	0.892097354	2.064889669	1.783581495
L1Md_T_downstream	3	97446657	97451657	+	1.14886868	1.087243676	1.738854527	1.358919144
L1Md_A_downstream	3	98391034	98396034	-	2.025636911	1.226633906	1.711684942	1.840203047
L1Md_T_downstream	3	98471640	98476640	-	0	0	0	0
L1Md_T_downstream	3	98525113	98530113	-	0	0.055756085	0.054339204	0.056621633
L1Md_A_downstream	3	98631830	98636830	-	2.327970743	1.867828846	2.037720203	2.378108501
L1Md_T_downstream	3	98768143	98773143	-	2.932638407	4.181706429	2.173568249	2.151622057
L1Md_T_downstream	3	98894370	98899370	-	1.693069577	1.142999768	2.010550499	1.783581495
L1Md_A_downstream	3	99008917	99013917	+	0.211633697	0.529682815	0.135848016	0.141554087
L1Md_T_downstream	3	99353308	99358308	-	2.660537958	2.592658043	1.738854527	2.208243608
L1Md_T_downstream	3	99401101	99406101	-	2.660537958	3.791413784	1.304140925	2.06668973
L1Md_A_downstream	3	99424380	99429380	-	2.630304575	3.707779646	1.711684942	1.472162485
L1Md_A_downstream	3	99607711	99612711	-	2.116337061	3.791413784	1.331310511	1.585405707
L1Md_T_downstream	3	99896660	99901660	-	2.87217164	4.265340328	1.603006482	1.726959825
L1Md_T_downstream	3	100120550	100125550	-	2.267503977	1.756316662	1.766024113	1.698649049
L1Md_A_downstream	3	101894016	101899016	+	0.604667723	0.390292585	2.064889669	1.811892271
L1Md_T_downstream	3	102398734	102403734	+	2.116337061	2.341755629	1.874702573	1.642027378
L1Md_T_downstream	3	102424696	102429696	-	3.688472986	2.620536089	1.630176067	2.151622057
L1Md_A_downstream	3	102433144	102438144	-	1.481435895	1.003609538	0.923766494	0.849324524
L1Md_T_downstream	3	102817199	102822199	+	1.390735745	1.05936563	1.521497726	1.472162485
L1Md_T_downstream	3	102838338	102843338	+	0.634901106	0.696951032	1.222632051	1.217365146
L1Md_T_downstream	3	102871622	102876622	+	1.572136045	1.951462984	1.548667312	1.925135493
L1Md_T_downstream	3	102892058	102897058	+	1.179102063	1.087243676	1.195462465	1.528784156
L1Md_T_downstream	3	102988936	102993936	+	0.423267394	0.334536493	1.358480096	1.358919144
L1Md_T_downstream	3	104111780	104116780	-	1.088401914	0.724829078	1.901872158	2.06668973
L1Md_A_downstream	3	104189228	104194228	-	1.14886868	1.393902063	2.33658576	2.576284409
L1Md_A_downstream	3	105343099	105348099	+	1.23956883	0.947853446	0.652070463	0.905946136
L1Md_T_downstream	3	106131043	106136043	-	6.893211842	6.99738884	3.34186101	3.538851976
L1Md_A_downstream	3	106271992	106276992	+	3.839639902	6.105291367	3.260352135	2.774460077
L1Md_T_downstream	3	106290637	106295637	+	3.990806818	4.795023441	2.526772976	3.114189863
L1Md_T_downstream	3	106344750	106349750	-	2.569837809	3.624145508	1.901872158	1.953446388
L1Md_T_downstream	3	106419928	106424928	+	2.932638407	2.871438265	1.793193698	2.151622057
L1Md_A_downstream	3	106678221	106683221	+	2.055870295	1.97934103	1.630176067	1.783581495
L1Md_T_downstream	3	106928137	106933137	+	2.811704874	3.233852863	1.304140925	1.726959825
L1Md_T_downstream	3	109134203	109139203	-	1.934936643	2.25812149	1.494328141	2.604595184
L1Md_A_downstream	3	109607820	109612820	-	2.418670893	3.261730909	1.847532988	1.783581495
L1Md_T_downstream	3	110062986	110067986	+	2.479137659	2.007219076	1.11395371	1.726959825
L1Md_T_downstream	3	110102197	110107197	-	1.088401914	0.78058517	1.304140925	1.500473261
L1Md_A_downstream	3	110214688	110219688	+	1.783769727	1.449658155	1.005275249	1.613716602
L1Md_T_downstream	3	110314828	110319828	-	2.479137659	3.95868206	1.11395371	1.443851709
L1Md_T_downstream	3	110420853	110425853	+	2.569837809	3.317487001	1.16829288	1.443851709
L1Md_T_downstream	3	110671816	110676816	-	3.234972239	2.564779997	1.521497726	1.726959825
