Position	L1A:Jmjd2a_2a_Ctrl	L1A:Jmjd2a_2a_OHT	L1A:Jmjd2c_2i_ChIP	L1A:Jmjd2c_Serum_ChIP	L1A:Jmjd2c_2i_input	L1A:Jmjd2c_Serum_input	L1Tf:Jmjd2a_2a_Ctrl	L1Tf:Jmjd2a_2a_OHT	L1Tf:Jmjd2c_2i_ChIP	L1Tf:Jmjd2c_Serum_ChIP	L1Tf:Jmjd2c_2i_input	L1Tf:Jmjd2c_Serum_input	L1Gf:Jmjd2a_2a_Ctrl	L1Gf:Jmjd2a_2a_OHT	L1Gf:Jmjd2c_2i_ChIP	L1Gf:Jmjd2c_Serum_ChIP	L1Gf:Jmjd2c_2i_input	L1Gf:Jmjd2c_Serum_input
85	1.675210862179701	1.8668625699455694	1.2778417964230024	0.9936147833558858	1.9097119359411137	1.8072837632776935	1.6891351549886364	1.8273715396210795	1.2875184266706372	0.9820303020468798	1.9096656429111538	1.8156956004756242	1.7750601939303798	1.95297215903911	0.9723325421634194	0.8069788616743504	1.7265869846139565	1.4545454545454546
86	1.6870625539145927	1.8608937520878976	1.2649862451511413	0.9628713594370594	1.89075133292343	1.8066767830045523	1.6982201448660654	1.8468595051789747	1.2703095414241836	0.9638177274251463	1.9245230000914793	1.816686484344035	1.7596248878962026	1.8016855833388974	1.0493489811466605	0.8924236823222228	1.9310512327919251	1.8818181818181818
87	1.6556298062698795	1.8172754677433751	1.256951525606228	0.9378329007815204	1.9203298736310168	1.8321699544764796	1.6383265078963487	1.817177834560027	1.2661122523396828	0.9540905568885385	1.9502757525373766	1.7958779231074118	1.852236724101266	1.6641523327023404	1.280398298096384	0.9303991581657216	1.6357139854237486	2.0636363636363635
88	1.5603009814457505	1.7392216957584397	1.1566782256857107	0.9089911319504563	1.8482795821638183	1.7802731411229136	1.6070337649852047	1.7785017182989735	1.232324075209451	0.9453981917281656	1.915608585783284	1.7849782005548949	1.8676720301354433	1.7741789332115858	1.3092794627150994	1.0253378477744688	1.7038687348164046	1.790909090909091
89	1.5118636326161927	1.7272840600430968	1.1267890689786335	0.9051878217749314	1.7936730454728889	1.720485584218513	1.5908826718697755	1.7800007925726578	1.173352163572214	0.9298761110846429	1.907189416714433	1.7701149425287357	1.512659991349367	1.6228923575113732	1.1648736396215222	1.0348317167353434	2.2718249797552064	1.6181818181818182
90	1.5453575440408869	1.7805442809269347	1.1608562798490656	0.9194502349331499	1.8733075781471609	1.7389984825493172	1.6262131880597768	1.8507570982905535	1.188042675367967	0.9524348682865629	1.951761488255409	1.8464130003963535	1.3120010129050634	1.5678790572567503	1.0108407616550399	0.7974849927134757	2.249106729957654	1.5545454545454545
91	1.5623621452257317	1.7993690141703607	1.1913882141197358	0.95304614148362	1.8429706133188668	1.760546282245827	1.6514492710526347	1.8789396946358172	1.2253985482200247	1.0192832955913347	2.0067337098226132	1.8961553705905667	1.49722468531519	1.7741789332115858	1.0300948714008502	0.8069788616743504	1.840178233601717	1.6181818181818182
92	1.5819432011355528	1.8333453619755675	1.2640220788057517	0.9600188768054158	1.8209763138183535	1.7693474962063733	1.6585153742906351	1.8468595051789747	1.2745068305086844	1.0364610648368333	1.977018995461962	1.8767340467697187	1.4046128491101266	1.870452208657176	1.1745006944944272	0.8259665995960999	1.7038687348164046	1.6818181818181819
93	1.6551145153248845	1.772279763893236	1.2653076339329379	0.9657238420687031	1.8922681811648447	1.782701062215478	1.6857703439229221	1.82827098418529	1.2900368001213376	1.0263199721497316	2.010200426498022	1.8602853745541024	1.3120010129050634	1.95297215903911	1.0589760360195657	0.8639420754395987	1.862896483399269	1.6454545454545455
94	1.6149218216152514	1.7791668614213183	1.1958876570648873	0.9856912204902089	1.8786165469921123	1.7447647951441578	1.6601977798234926	1.7812000519916054	1.2711489992410838	1.0557084448348015	1.9567139406488507	1.8275862068965518	1.4354834611784812	1.7604256081479301	1.0589760360195657	0.8259665995960999	1.4994044866384362	1.481818181818182
95	1.6370793322500492	1.7672292257059754	1.263057912460362	1.0205548970991873	1.852071702767355	1.8100151745068285	1.6487574222000632	1.7629113458526573	1.3506876273923751	1.117589806333646	1.918084811980005	1.8688069758224337	1.4200481551443038	1.7604256081479301	1.1648736396215222	0.750015647909102	1.3176584882580193	1.509090909090909
96	1.6659356251697857	1.6997356699307666	1.3292640015104473	1.0322817701403892	1.9021276947340402	1.797268588770865	1.6033324728129188	1.7647102349810786	1.3922407893289335	1.1227638332148204	1.8972845119275494	1.8212445501387238	1.3891775430759497	1.5953857073840618	1.2996524078421943	0.7784972547917262	1.113194240080051	1.7
97	1.622651185790181	1.7364668567472068	1.2450601406797563	1.0002705761630544	1.7815382595415712	1.6673748103186647	1.6336157724043487	1.7620119012884468	1.290876257938238	1.0482578461259107	1.7511871663210166	1.6638921918351168	1.4046128491101266	1.5266190820657832	1.3670417919525304	0.8354604685569745	1.453967987043332	1.509090909090909
98	1.4855837944214327	1.625814156462681	1.1328954558327675	0.9213518900209123	1.5069887278455094	1.5283763277693474	1.4966679620297718	1.5506424286989702	1.1796480971989651	0.9472608414053885	1.4862309632718809	1.4908838684106223	1.6052718275544307	1.6503990076386845	1.2707712432234788	0.8259665995960999	1.9310512327919251	1.6181818181818182
99	1.4309629542519315	1.5486786641481567	1.141572952941274	0.8902915235874588	1.4637585529651904	1.4822458270106222	1.3465973884989089	1.4031335201684416	1.10493635149485	0.8746175039937016	1.4243253083538585	1.4021006738010304	1.8985426422037976	1.540372407129439	1.2707712432234788	0.8639420754395987	2.180951980564998	1.6454545454545455
100	1.047586491175433	1.1519818465306033	0.8015436218005454	0.6072618580254792	1.1019902473877832	1.0300455235204855	1.040399581518897	1.1219071864252796	0.8235081183790677	0.6811088986377832	1.1425307671670208	1.0830360681728102	1.3120010129050634	0.9902394045832108	0.885689048307273	0.8259665995960999	1.476686236840884	1.1545454545454545
