amp	pos	met	hmet	sample	exp
IAP1a_2	22	68.55345912	3.264722699	WT_VC	Kdm4_KO
IAP1a_2	31	86.79245283	4.116638079	WT_VC	Kdm4_KO
IAP1a_2	58	76.58227848	7.676980778	WT_VC	Kdm4_KO
IAP1a_2	66	87.34177215	0.621190811	WT_VC	Kdm4_KO
L1A	119	79.87102718	3.895941149	WT_VC	Kdm4_KO
L1A	128	66.33895131	9.319697028	WT_VC	Kdm4_KO
L1A	135	68.50321396	7.566605862	WT_VC	Kdm4_KO
L1A	142	72.21458047	9.90015519	WT_VC	Kdm4_KO
L1A	29	11.26373626	0.862603274	WT_VC	Kdm4_KO
L1A	47	75.4587156	5.351638934	WT_VC	Kdm4_KO
L1A	49	73.25956662	2.801553923	WT_VC	Kdm4_KO
L1A	51	73.87261739	4.405603821	WT_VC	Kdm4_KO
L1A	66	67.09796673	10.30123827	WT_VC	Kdm4_KO
L1A	90	74.95412844	6.587796152	WT_VC	Kdm4_KO
L1Gf	109	5.431737913	4.680792501	WT_VC	Kdm4_KO
L1Gf	117	5.86202641	5.337605887	WT_VC	Kdm4_KO
L1Gf	22	4.132634402	3.070173472	WT_VC	Kdm4_KO
L1Gf	59	7.480506823	4.478664414	WT_VC	Kdm4_KO
L1Gf	62	5.980715245	5.028878177	WT_VC	Kdm4_KO
L1Gf	65	5.158293607	4.647724416	WT_VC	Kdm4_KO
L1Gf	83	7.026302971	6.772571211	WT_VC	Kdm4_KO
L1Gf	91	8.813146683	8.576173262	WT_VC	Kdm4_KO
L1Gf	93	7.826617827	7.288421028	WT_VC	Kdm4_KO
L1Tf	100	1.869872162	1.589390469	WT_VC	Kdm4_KO
L1Tf	104	0.930851064	1.263719072	WT_VC	Kdm4_KO
L1Tf	117	1.464435146	1.478072776	WT_VC	Kdm4_KO
L1Tf	124	0.722708254	0.273217504	WT_VC	Kdm4_KO
L1Tf	127	0.647125999	1.232402986	WT_VC	Kdm4_KO
L1Tf	22	1.307808946	1.45189489	WT_VC	Kdm4_KO
L1Tf	32	0.738216922	0.945284761	WT_VC	Kdm4_KO
L1Tf	43	0.966641395	1.36519717	WT_VC	Kdm4_KO
L1Tf	63	0.611270296	1.641802075	WT_VC	Kdm4_KO
L1Tf	67	0.551960411	0.782579286	WT_VC	Kdm4_KO
L1Tf	79	1.217192849	1.272058113	WT_VC	Kdm4_KO
RLTR4_MM	113	71.45038168	6.667936211	WT_VC	Kdm4_KO
RLTR4_MM	118	68.80733945	11.30670189	WT_VC	Kdm4_KO
RLTR4_MM	126	68.60643185	9.068318504	WT_VC	Kdm4_KO
RLTR4_MM	38	71.55963303	7.413994913	WT_VC	Kdm4_KO
RLTR4_MM	41	80.91603053	7.386394573	WT_VC	Kdm4_KO
RLTR4_MM	43	78.13455657	6.826241714	WT_VC	Kdm4_KO
RLTR4_MM	54	71.10091743	14.00243253	WT_VC	Kdm4_KO
RLTR4_MM	67	67.58409786	12.17356429	WT_VC	Kdm4_KO
RLTR4_MM	71	66.81957187	10.83924327	WT_VC	Kdm4_KO
RLTR4_MM	79	68.39694656	5.925450011	WT_VC	Kdm4_KO
EtnI	102	NA	NA	KO_Ctrl	Kdm4_KO
EtnI	109	NA	NA	KO_Ctrl	Kdm4_KO
EtnI	142	NA	NA	KO_Ctrl	Kdm4_KO
EtnI	27	NA	NA	KO_Ctrl	Kdm4_KO
EtnI	37	NA	NA	KO_Ctrl	Kdm4_KO
EtnI	56	NA	NA	KO_Ctrl	Kdm4_KO
EtnI	68	NA	NA	KO_Ctrl	Kdm4_KO
EtnI	99	NA	NA	KO_Ctrl	Kdm4_KO
IAP1a_2	129	88.0952381	2.602436323	KO_Ctrl	Kdm4_KO
IAP1a_2	22	85.20710059	-3.811751755	KO_Ctrl	Kdm4_KO
IAP1a_2	31	91.71597633	1.307279483	KO_Ctrl	Kdm4_KO
IAP1a_2	58	88.69047619	1.93452381	KO_Ctrl	Kdm4_KO
IAP1a_2	66	92.26190476	3.086932447	KO_Ctrl	Kdm4_KO
L1A	119	78.74456184	3.169357574	KO_Ctrl	Kdm4_KO
L1A	128	72.33502538	1.982420246	KO_Ctrl	Kdm4_KO
L1A	135	74.40846824	3.42020789	KO_Ctrl	Kdm4_KO
L1A	142	80	3.089579525	KO_Ctrl	Kdm4_KO
L1A	29	12.77915633	-0.284877151	KO_Ctrl	Kdm4_KO
L1A	47	74.40993789	3.870811997	KO_Ctrl	Kdm4_KO
L1A	49	71.65206508	3.324935839	KO_Ctrl	Kdm4_KO
L1A	51	73.15689981	5.899965654	KO_Ctrl	Kdm4_KO
L1A	66	70.96370463	5.553201344	KO_Ctrl	Kdm4_KO
L1A	90	70.16780609	5.517751496	KO_Ctrl	Kdm4_KO
L1Gf	109	38.91764706	4.245983113	KO_Ctrl	Kdm4_KO
L1Gf	117	46.56428119	3.461496434	KO_Ctrl	Kdm4_KO
L1Gf	22	36.30793401	3.794106802	KO_Ctrl	Kdm4_KO
L1Gf	59	38.49890317	-0.236112072	KO_Ctrl	Kdm4_KO
L1Gf	62	46.6331816	5.088018123	KO_Ctrl	Kdm4_KO
L1Gf	65	44.18458641	0.337597893	KO_Ctrl	Kdm4_KO
L1Gf	83	54.30048567	4.020099071	KO_Ctrl	Kdm4_KO
L1Gf	91	48.98023219	2.661762021	KO_Ctrl	Kdm4_KO
L1Gf	93	48.94720302	-0.398210187	KO_Ctrl	Kdm4_KO
L1Tf	100	18.94030209	4.968094861	KO_Ctrl	Kdm4_KO
L1Tf	104	16.69453069	5.571568945	KO_Ctrl	Kdm4_KO
L1Tf	117	23.39153313	4.997135774	KO_Ctrl	Kdm4_KO
L1Tf	124	11.55131265	4.177315279	KO_Ctrl	Kdm4_KO
L1Tf	127	26.47058824	10.39394753	KO_Ctrl	Kdm4_KO
L1Tf	22	22.7953411	4.710697549	KO_Ctrl	Kdm4_KO
L1Tf	32	12.48812915	2.499808119	KO_Ctrl	Kdm4_KO
L1Tf	43	20.93133761	6.741050225	KO_Ctrl	Kdm4_KO
L1Tf	63	15.58597502	4.065614218	KO_Ctrl	Kdm4_KO
L1Tf	67	13.20258311	4.220505524	KO_Ctrl	Kdm4_KO
L1Tf	79	18.65582397	1.958344475	KO_Ctrl	Kdm4_KO
RLTR4_MM	113	82.80890253	3.102881536	KO_Ctrl	Kdm4_KO
RLTR4_MM	118	85.6264412	1.470332994	KO_Ctrl	Kdm4_KO
RLTR4_MM	126	84.11358404	-1.822603128	KO_Ctrl	Kdm4_KO
RLTR4_MM	38	84.80429777	2.876861646	KO_Ctrl	Kdm4_KO
RLTR4_MM	41	91.71143515	0.449302663	KO_Ctrl	Kdm4_KO
RLTR4_MM	43	90.3151422	-0.657698193	KO_Ctrl	Kdm4_KO
RLTR4_MM	54	88.32565284	4.103576915	KO_Ctrl	Kdm4_KO
RLTR4_MM	67	86.26247122	-1.469844492	KO_Ctrl	Kdm4_KO
RLTR4_MM	71	85.72524942	0.647364137	KO_Ctrl	Kdm4_KO
RLTR4_MM	79	79.26267281	1.184990125	KO_Ctrl	Kdm4_KO
EtnI	102	NA	NA	KO_VC	Kdm4_KO
EtnI	109	NA	NA	KO_VC	Kdm4_KO
EtnI	142	NA	NA	KO_VC	Kdm4_KO
EtnI	27	NA	NA	KO_VC	Kdm4_KO
EtnI	37	NA	NA	KO_VC	Kdm4_KO
EtnI	56	NA	NA	KO_VC	Kdm4_KO
EtnI	68	NA	NA	KO_VC	Kdm4_KO
EtnI	99	NA	NA	KO_VC	Kdm4_KO
IAP1a_2	129	88.95705521	NA	KO_VC	Kdm4_KO
IAP1a_2	22	79.75460123	NA	KO_VC	Kdm4_KO
IAP1a_2	31	88.34355828	NA	KO_VC	Kdm4_KO
IAP1a_2	58	85.27607362	NA	KO_VC	Kdm4_KO
IAP1a_2	66	93.20987654	NA	KO_VC	Kdm4_KO
L1A	119	73.27523602	7.425211074	KO_VC	Kdm4_KO
L1A	128	67.18634001	7.548106116	KO_VC	Kdm4_KO
L1A	135	70.69464544	6.331376863	KO_VC	Kdm4_KO
L1A	142	72.79305355	8.35022782	KO_VC	Kdm4_KO
L1A	29	13.08749096	-0.503723277	KO_VC	Kdm4_KO
L1A	47	73.73371925	1.303427855	KO_VC	Kdm4_KO
L1A	49	67.56363636	2.765212665	KO_VC	Kdm4_KO
L1A	51	68.60465116	5.285491802	KO_VC	Kdm4_KO
L1A	66	65.42669584	8.375699367	KO_VC	Kdm4_KO
L1A	90	68.31036983	5.409006559	KO_VC	Kdm4_KO
L1Gf	109	33.63196815	7.353736996	KO_VC	Kdm4_KO
L1Gf	117	38.97259291	10.28499263	KO_VC	Kdm4_KO
L1Gf	22	28.3724236	7.903967958	KO_VC	Kdm4_KO
L1Gf	59	30.60847313	6.113607006	KO_VC	Kdm4_KO
L1Gf	62	38.20096783	9.131511893	KO_VC	Kdm4_KO
L1Gf	65	34.5019239	8.217768211	KO_VC	Kdm4_KO
L1Gf	83	44.53757636	8.879498368	KO_VC	Kdm4_KO
L1Gf	91	42.26393629	9.950714475	KO_VC	Kdm4_KO
L1Gf	93	40.44495151	8.346492339	KO_VC	Kdm4_KO
L1Tf	100	14.58816705	4.956678998	KO_VC	Kdm4_KO
L1Tf	104	13.01587302	4.508528049	KO_VC	Kdm4_KO
L1Tf	117	17.42774566	7.572254335	KO_VC	Kdm4_KO
L1Tf	124	7.487713212	4.284832323	KO_VC	Kdm4_KO
L1Tf	127	17.58083141	11.09858166	KO_VC	Kdm4_KO
L1Tf	22	16.07245543	7.412728113	KO_VC	Kdm4_KO
L1Tf	32	8.536935901	5.69196379	KO_VC	Kdm4_KO
L1Tf	43	14.6018971	9.093947289	KO_VC	Kdm4_KO
L1Tf	63	11.68604651	5.077476063	KO_VC	Kdm4_KO
L1Tf	67	9.14087359	6.052373856	KO_VC	Kdm4_KO
L1Tf	79	14.55385504	5.250763078	KO_VC	Kdm4_KO
RLTR4_MM	113	78.74276261	4.304856434	KO_VC	Kdm4_KO
RLTR4_MM	118	81.14143921	2.793922011	KO_VC	Kdm4_KO
RLTR4_MM	126	79.23904053	3.840807379	KO_VC	Kdm4_KO
RLTR4_MM	38	78.99090157	3.121372453	KO_VC	Kdm4_KO
RLTR4_MM	41	86.84863524	3.341840955	KO_VC	Kdm4_KO
RLTR4_MM	43	86.35235732	2.27096964	KO_VC	Kdm4_KO
RLTR4_MM	54	81.14143921	9.629255371	KO_VC	Kdm4_KO
RLTR4_MM	67	82.13399504	4.558020172	KO_VC	Kdm4_KO
RLTR4_MM	71	81.62251656	1.346084776	KO_VC	Kdm4_KO
RLTR4_MM	79	76.09594706	1.332624365	KO_VC	Kdm4_KO
EtnI	102	63.19444444	-5.194444444	Ctrl	E14
EtnI	109	69.44444444	NA	Ctrl	E14
EtnI	142	63.88888889	-1.888888889	Ctrl	E14
EtnI	27	33.54037267	-4.59300425	Ctrl	E14
EtnI	37	44.72049689	-13.74704557	Ctrl	E14
EtnI	56	44.09448819	NA	Ctrl	E14
EtnI	68	42.7672956	-3.293611387	Ctrl	E14
EtnI	99	62.5	0.5	Ctrl	E14
IAP1a_2	129	88.94009217	2.309907834	Ctrl	E14
IAP1a_2	22	66.359447	2.37120315	Ctrl	E14
IAP1a_2	31	87.55760369	0.987287954	Ctrl	E14
IAP1a_2	58	82.94930876	4.824985915	Ctrl	E14
IAP1a_2	66	91.66666667	1.436781609	Ctrl	E14
L1A	119	64.32432432	-0.468902638	Ctrl	E14
L1A	128	62.99638989	1.510015534	Ctrl	E14
L1A	135	60.03576218	0.038864684	Ctrl	E14
L1A	142	63.21890325	1.167713846	Ctrl	E14
L1A	29	15.05136222	-0.851063262	Ctrl	E14
L1A	47	51.8783542	-1.580735156	Ctrl	E14
L1A	49	47.3070018	-0.028851161	Ctrl	E14
L1A	51	59.54648526	2.754801643	Ctrl	E14
L1A	66	56.71306691	2.540664437	Ctrl	E14
L1A	90	59.14362177	1.065022049	Ctrl	E14
L1Gf	109	49.2881624	2.927571021	Ctrl	E14
L1Gf	117	57.96754456	3.890265508	Ctrl	E14
L1Gf	22	51.66622587	3.19905644	Ctrl	E14
L1Gf	59	36.10670893	-0.174039742	Ctrl	E14
L1Gf	62	62.5313118	2.883640189	Ctrl	E14
L1Gf	65	48.04491413	1.335677744	Ctrl	E14
L1Gf	83	65.55086979	3.255841385	Ctrl	E14
L1Gf	91	53.66978522	5.064999629	Ctrl	E14
L1Gf	93	55.18107322	2.698287493	Ctrl	E14
L1Tf	100	18.51200937	1.254699328	Ctrl	E14
L1Tf	104	20.29606545	2.343084022	Ctrl	E14
L1Tf	117	28.90884248	2.984741249	Ctrl	E14
L1Tf	124	15.38011696	4.019132102	Ctrl	E14
L1Tf	127	35.85089774	8.155362045	Ctrl	E14
L1Tf	22	26.73651533	2.611310759	Ctrl	E14
L1Tf	32	14.90188459	2.328789111	Ctrl	E14
L1Tf	43	23.48484848	3.892404467	Ctrl	E14
L1Tf	63	17.37512243	2.932956791	Ctrl	E14
L1Tf	67	20.56931176	1.259689183	Ctrl	E14
L1Tf	79	18.25985174	3.211196777	Ctrl	E14
RLTR4_MM	113	83.08681672	-0.849528585	Ctrl	E14
RLTR4_MM	118	81.99356913	2.074227478	Ctrl	E14
RLTR4_MM	126	76.19047619	4.053922995	Ctrl	E14
RLTR4_MM	38	89.58199357	2.955319864	Ctrl	E14
RLTR4_MM	41	85.82089552	3.640987886	Ctrl	E14
RLTR4_MM	43	85.43814433	3.096455399	Ctrl	E14
RLTR4_MM	54	88.61736334	2.094501063	Ctrl	E14
RLTR4_MM	67	76.20578778	6.234890185	Ctrl	E14
RLTR4_MM	71	83.14028314	4.164536955	Ctrl	E14
RLTR4_MM	79	73.27752737	1.2814957	Ctrl	E14
